"Ticker","CompanyName","Country","Sector","Industry","CP","StartP","MinP","MaxP","Vol","MA","Shares","EV","EPS","ebitda","returnOnAssets","returnOnEquity","freeCashflow","Debt","Assets","Equity","Cash","CFOpeAct","CapExp","FCF","netIncome","Sales","MCap","Debts","ROA","FCFyield","PER","Pr6m","Signal","Quality","N_Quality","Momentum","N_Momentum","Final_rank","N_Final"
"AKW.PA","AKWEL","France","Consumer Cyclical","Auto Parts",32.75,16.1599998474121,15.4399995803833,32.75,18320.3387096774,23.8800806230114,8096159,840543616,3.2,132570000,0.06728,0.16427,74609000,353352000,894495000,539634000,175119000,46748000,-7829000,38919000,32664000,275083500,265149207.25,7.55865491571832,0.06728,0.0463021778515298,10.234375,2.02660893002698,"HOLD",317.5,95.9214501510574,316,95.4682779456193,331,100
"HARVIA.HE","Harvia Oyj","Finland","Consumer Cyclical","Personal Services",42.6500015258789,18.4799995422363,18.4799995422363,42.6500015258789,52070.675,26.4372377077738,13146797,813613824,0.82,27672000,0.10572,0.23167999,19666376,96766000,165625000,66436000,27321000,10734000,-848000,9886000,5843000,35249000,560710912.11042,9.01490590646544,0.10572,0.0121507276651189,52.0121969827792,2.30790057263809,"HOLD",290.5,87.7643504531722,323,97.583081570997,330,99.6978851963746
"HLAG.DE","HAPAG-LLOYD AG NA O.N.","Germany","Industrials","Marine Shipping",149.5,53.5999984741211,53.5999984741211,149.899993896484,36520.4274193548,103.586290021097,6327371,30500399104,5.272,2132600064,0.05487,0.14021,1484215552,8461600000,15184300000,6707200000,681300000,970900000,-213300000,757600000,397200000,3410500000,945941964.5,8.71521268925739,0.05487,0.0248390192343629,28.3573596358118,2.78917918387966,"HOLD",280,84.5921450151057,329,99.3957703927493,329,99.3957703927493
"WEW.DE","WESTWING GROUP  INH. O.N.","Germany","Consumer Cyclical","Furnishings, Fixtures & Appliances",47.2999992370605,26.3400001525879,23.9099998474121,47.7599983215332,146755.129032258,34.8810887336731,10197639,881536704,1.38,32300000,0.09666,0.32441002,32312500,120300000,2.29e+08,111500000,104900000,18500000,-1500000,1.7e+07,24900000,155700000,482348316.919819,6.5027027027027,0.09666,0.0192845061616402,34.2753617659859,1.7957478725532,"HOLD",309.5,93.5045317220544,299,90.3323262839879,328,99.0936555891239
"SMHN.DE","SUESS MICROTEC SE NA O.N.","Germany","Technology","Semiconductor Equipment & Materials",27.25,15.4399995803833,15.4399995803833,29.6499996185303,83639.2661290323,21.9920160924235,16126824,513384288,0.647,24732000,0.0571,0.09441,43092624,94901000,231405000,136504000,40827000,18797000,-2185000,16612000,7455000,78192000,439455954,5.04873118050753,0.0571,0.0323578270474846,42.1174652241113,1.76489642102202,"HOLD",314,94.8640483383686,294,88.821752265861,326.5,98.6404833836858
"MMT.PA","METROPOLE TV","France","Communication Services","Broadcasting",18.6000003814697,10.039999961853,9.14999961853027,19.2800006866455,189963.693548387,14.7069354826404,55306616,2296248064,2.192,293900000,0.093030006,0.30062,163300000,793500000,1861500000,1060300000,1.97e+08,66550000,-2200000,64350000,57200000,358150000,1028703078.6978,11.923365890308,0.093030006,0.0280239757232083,8.48540163388217,1.85258968646817,"HOLD",302,91.238670694864,306,92.4471299093656,326.5,98.6404833836858
"GFT.DE","GFT TECHNOLOGIES SE","Germany","Technology","Information Technology Services",18.9799995422363,9.21000003814697,9.21000003814697,19.6000003814697,54810.6129032258,13.7931452566578,16848605,591681728,0.378,39017540,0.039,0.07611,57909128,286732775,414869460,128136685,70872920,29064701,-974956,28089745,3558592,117806078,319786515.187321,9.86532684440827,0.039,0.0474744168540557,50.2116390006252,2.0608034162457,"HOLD",289,87.3111782477341,318,96.0725075528701,325,98.1873111782477
"RAP1V.HE","Rapala VMC Oyj","Finland","Industrials","Tools & Accessories",9.23999977111816,2.76999998092651,2.76999998092651,690,34191.4166666667,11.2300833324591,22265976,393465792,0.04,23100000,0.03401,0.02377,46675000,129900000,272900000,137800000,27900000,14550000,-1300000,13250000,3350000,72300000,205737613.143723,8.92783505154639,0.03401,0.0336751002740284,230.999994277954,3.33574001254237,"HOLD",264,79.7583081570997,331,100,324,97.8851963746224
"EUZ.DE","ECKERT+ZIEGLER AG O.N.","Germany","Healthcare","Medical Devices",79.6999969482422,39.2999992370605,39.2999992370605,79.6999969482422,61589.9193548387,55.1470966646748,14026715,1547143168,1.11,42924000,0.07944,0.16028999,12964375,143084000,292003000,147823000,87475000,19830000,-4014000,15816000,5160000,49245000,1117929142.69386,7.2155320221886,0.07944,0.0102227126274587,71.8017990524704,2.02798978359989,"HOLD",274.5,82.9305135951662,317,95.7703927492447,323,97.583081570997
"TL5.MC","Mediaset España","Spain","Communication Services","Broadcasting",4.78800010681152,3.03800010681152,2.67799997329712,5.67000007629395,564578.580645161,4.36039516233629,131044373,1508025728,0.57,248204992,0.09154,0.17853001,141285504,612799000,1724709000,1109638000,321181000,198613000,-7903000,190710000,75531000,279363000,627440471.921049,3.08539219487143,0.09154,0.126463359648994,8.40000018738864,1.57603684610686,"HOLD",330,99.6978851963746,260,78.5498489425982,322,97.2809667673716
