"Ticker","CompanyName","Country","Sector","Industry","CP","StartP","MinP","MaxP","Vol","MA","Shares","EV","EPS","Debt","Assets","Equity","Cash","CFOpeAct","CapExp","FCF","netIncome","Sales","MCap","Debts","ROA","FCFyield","PER","Pr6m","Signal","Quality","N_Quality","Momentum","N_Momentum","Final_rank","N_Final"
"SAF1R.RG","SAF Tehnika","Latvia","Technology","Communication Equipment",12.9499998092651,7.1399998664856,7.1399998664856,12.9499998092651,1958.95,9.27900005578995,1243307,26521376,0.642,7047919,20481981,13434062,7694955,1189095,-135513,1053582,2035741,8249877,16100825.412858,5.92712861461868,0.0993918019941528,0.0397257668682047,20.1713392667681,1.81372549739827,"HOLD",287,96.9594594594595,290,97.972972972973,296,100
"ALITL.PA","IT LINK","France","Technology","Information Technology Services",31.2999992370605,14.8654708862305,14.6177129745483,31.2999992370605,3340.99230769231,21.9149691288288,1164622,50646292,1.06,29140000,47695000,18555000,12724000,4015000,-108000,3907000,861000,14791500,36452667.7114639,7.25778331257783,0.0180522067302652,0.0771428636868421,29.5283011670383,2.10555047173467,"HOLD",277,93.5810810810811,293,98.9864864864865,295,99.6621621621622
"ALMGI.PA","MG INTERNATIONAL","France","Industrials","Security & Protection Services",11.8999996185303,8.80000019073486,8.80000019073486,13.3999996185303,2746.42307692308,11.087307709914,1391664,49035324,0.925,35808086,60930843,25122757,15870440,5167500,-175500,4992000,3528332,29024421,16560801.0691223,6.92947963231737,0.0579071587767135,0.101804160608789,12.8648644524652,1.35227265461417,"BUY",292,98.6486486486486,265,89.527027027027,293.5,99.1554054054054
"ALUMS.PA","UMANIS","France","Technology","Information Technology Services",16.5,9.35999965667725,9.35999965667725,16.7999992370605,12609.4769230769,12.2652307877174,4991579,283313056,0.76,177052000,255777000,78932000,65810000,15002500,-189500,14813000,5459500,51511000,82361053.5,11.8014997500417,0.0213447651665318,0.0522849183484153,21.7105263157895,1.76282057748039,"HOLD",271,91.5540540540541,286,96.6216216216216,293.5,99.1554054054054
"IPR.LS","IMPRESA,SGPS","Portugal","Communication Services","Broadcasting",0.266000002622604,0.159999996423721,0.159500002861023,0.314999997615814,277192.146153846,0.251699998287054,69412560,46368000,0.067,0,0,0,0,0,0,0,1671879,45999931,18463741.1420417,NA,Inf,0,3.97014929287469,1.66250005355105,"BUY",264.5,89.3581081081081,283,95.6081081081081,292,98.6486486486486
"SKN1T.TL","Nordic Fibreboard","Estonia","Consumer Cyclical","Furnishings, Fixtures & Appliances",2.01999998092651,0.845000028610229,0.764999985694885,2.3199999332428,6280.9512195122,1.75715446956759,703878,11106319,0.48,4640000,7839000,3199000,131000,196000,-27000,169000,550000,2846000,1421833.54657459,23.6734693877551,0.0701620104605179,0.015216562751349,4.2083332935969,2.39053244086726,"HOLD",250,84.4594594594595,295,99.6621621621622,291,98.3108108108108
"CBAV.MC","GRUPO CLINICA BAVIERA","Spain","Healthcare","Diagnostics & Research",18.2999992370605,12.9930610656738,12.126856803894,22,2224.20769230769,15.8050580758315,1648341,317127456,1.652,75708000,127671000,51470000,14852000,8133000,-2261000,5872000,8039500,43245500,30164639.0424156,9.308742161564,0.062970447478284,0.0185162145027266,11.0774813783659,1.40844402597376,"HOLD",275,92.9054054054054,269,90.8783783783784,290,97.972972972973
"ALLEX.PA","LEXIBOOK LINGUIST.","France","Consumer Cyclical","Leisure",3.74499988555908,2.84999990463257,2.75,4.3600001335144,41002.3538461538,3.60638461846572,4731588,33257894,0.003,11647964,16812173,5164209,3457619,3366950,-8666,3358284,580929,8487480,17719796.5185127,3.45950014107724,0.0345540698397524,0.100977049238295,1248.33329518636,1.31403509153517,"BUY",289,97.6351351351351,254,85.8108108108108,289,97.6351351351351
"ENVI.AS","ENVIPCO","Netherlands","Industrials","Pollution & Treatment Controls",2.1800000667572,1.67999994754791,1.5,2.34999990463257,8404.37692307692,1.92245152088312,1170393,79360816,0.465,18017000,49162000,31110000,12850000,6074000,-450000,5624000,2025000,8341000,2551456.81813216,2.96624958840961,0.0411903502705342,0.0708662068192444,4.68817218657463,1.29761912786907,"HOLD",290,97.972972972973,248,83.7837837837838,288,97.2972972972973
"RBO.PA","ROCHE BOBOIS","France","Consumer Cyclical","Furnishings, Fixtures & Appliances",34.7000007629395,22.0445346832275,21.0647773742676,34.7000007629395,2172,26.0789720975436,3476669,397658304,0.41,289651000,356286000,64781000,73321000,22352500,-1422500,20930000,5543000,78192000,120640416.952488,12.9583268090818,0.0155577260964506,0.0526331269571577,84.6341482022914,1.57408633303296,"HOLD",254,85.8108108108108,280,94.5945945945946,287,96.9594594594595
