"CompanyName","Ticker","CP","StartP","MinP","MaxP","Vol","MA","Shares","EV","Debt","Assets","Equity","Cash","CFOpeAct","CapExp","FCF","netIncome","Sales","MCap","Debts","ROA","FCFyield","EPS","PER","Pr6m","Signal","Quality","N_Quality","Momentum","N_Momentum","Final_rank","N_Final"
"ADVA OPTICAL NETWORKING SE  O.N.","ADV.DE",9.77999973297119,6.05999994277954,6.05000019073486,10.0200004577637,130758.580645161,7.8849999866178,37808388,517854656,236754000,499972000,263218000,64881000,22962000,-4610000,18352000,13249000,140572000,369766024.544071,10.3106872223674,0.0264994839711024,0.0354385150106674,0.350424884552073,27.908976114731,1.61386135731305,"HOLD",374,92.1182266009852,334,82.2660098522168,385.5,94.9507389162562
"MANITOU BF","MTU.PA",27.6499996185303,16.6774482727051,15.4638299942017,28.5499992370605,18323.3174603175,22.1912175738622,10303153,1160002432,605053000,1270842000,659009000,120721000,86473500,-6210000,80263500,13062000,411739500,284882176.519659,6.99697595217032,0.0102782249878427,0.0691925273480806,1.26776725532466,21.809996671234,1.6579274698626,"HOLD",363,89.4088669950739,345,84.9753694581281,385.5,94.9507389162562
"ADL PARTNER","ALP.PA",16.6000003814697,10.1689548492432,9.22738552093506,17.75,2545.57142857143,13.5097397319854,882918,49430340,86752000,113447000,24035000,39247000,6174500,-646000,5528500,1935000,32421000,14656439.1368065,14.0500445380193,0.0170564228229922,0.111844264069395,2.19159650160038,7.57438715080439,1.63241951877731,"HOLD",367,90.3940886699507,340,83.743842364532,384,94.5812807881773
"EUROMEDIS GROUPE","ALEMG.PA",15.1999998092651,9.60000038146973,9.60000038146973,21,32630.7301587302,14.5785714406816,2664327,51626284,87638000,108380000,20658000,21081000,8546500,-223000,8323500,1624000,30762000,40497769.89182,10.2542561282396,0.0149843144491604,0.16122601425274,0.609534790586891,24.9370504259975,1.58333325054911,"BUY",376,92.6108374384236,329,81.0344827586207,383,94.3349753694581
"GESCO AG NA O.N.","GSC1.DE",23.7999992370605,12,11.1999998092651,23.7999992370605,11700.3968253968,17.5873015948704,9354488,369947264,250075000,485017000,219876000,48404000,19886000,-2053000,17833000,5205000,125717000,222636807.263092,12.5754299507191,0.0107315826043211,0.0482041678243091,0.556417411621032,42.773642125474,1.98333326975505,"HOLD",320,78.8177339901478,381,93.8423645320197,381.5,93.9655172413793
"SUESS MICROTEC SE NA O.N.","SMHN.DE",26.6499996185303,16.2999992370605,14.3999996185303,26.6499996185303,82545.9444444444,20.0578570895725,15990596,449291072,92423000,222158000,129735000,25637000,13110000,-2131000,10979000,4550000,60603000,426149377.300072,7.04980930587338,0.0204809189855868,0.0244362745761394,0.284542239701384,93.6592038022136,1.63496937827687,"HOLD",359,88.423645320197,342,84.2364532019704,381.5,93.9655172413793
"ALUMEXX N.V.","ALX.AS",1.28999996185303,0.400000005960464,0.370999991893768,1.7150000333786,124357.5,0.814634916564775,3184816,13532532,1111000,1943000,832000,645000,187500,0,187500,17000,810500,4108412.51850891,5.92533333333333,0.00874935666495111,0.0138555002123771,0.00533782799383073,241.671324618171,3.22499985657633,"HOLD",295,72.6600985221675,405,99.7536945812808,380,93.5960591133005
"Verkkokauppa.com Oyj","VERK.HE",8.81999969482422,5.17770624160767,4.8796501159668,9.6226692199707,134654.47826087,7.07090128193731,18186253,377662112,133138000,173687000,40549000,43099000,10388000,-324000,10064000,4662000,176009000,160402745.909996,12.8165190604544,0.026841387092874,0.0266481589765616,0.256347473006122,34.4064234041176,1.70345695241405,"HOLD",346,85.2216748768473,351,86.4532019704433,379,93.3497536945813
"Saga Furs Oyj C","SAGCV.HE",13,5.32000017166138,5.1399998664856,15.0500001907349,5800.24347826087,10.2446087090865,592893,128583472,108261000,186099000,77838000,415000,23446000,-226500,23219500,124500,9245500,7707609,4.61746140066536,0.000668998758725195,0.180579196057173,0.209987299563328,61.9085060240964,2.44360894370803,"HOLD",297.5,73.2758620689655,397,97.7832512315271,378,93.1034482758621
"PVA TEPLA AG O.N.","TPE.DE",26.1499996185303,11.8400001525879,10.039999961853,26.1499996185303,65352.373015873,17.7576984526619,15442491,526759200,107931000,177245000,69314000,29730000,6667000,-805000,5862000,5462000,40130000,403821133.759157,16.1888405579721,0.0308161020056983,0.0111284245249063,0.353699412873221,73.9328329841005,2.20861480418264,"HOLD",301,74.1379310344828,391,96.3054187192118,377,92.8571428571429
"Accell Group","ACCEL.AS",39.9000015258789,24.7000007629395,22.9500007629395,40,70577.808,27.3672000427246,24176530,1138275456,503622000,879575000,375953000,173376000,42478500,-2343000,40135500,18106500,309786000,964643583.890457,11.8559271160705,0.0205855100474661,0.0352599186677008,0.748928816500962,53.2760933305971,1.61538462726471,"HOLD",349,85.9605911330049,335,82.512315270936,375.5,92.487684729064
"VISCOM AG O.N.","V6C.DE",10.9499998092651,7.30000019073486,5.65999984741211,11.8000001907349,5519.84126984127,8.78246030353364,3207507,103580392,27392000,80601000,53209000,6798000,3301000,-26000,3275000,2767000,19999000,35122201.0382166,8.29809148742805,0.0343295988883513,0.0316179533284639,0.862663744771251,12.6932421533128,1.49999993467984,"HOLD",383,94.3349753694581,301,74.1379310344828,375.5,92.487684729064
"Deutsche EuroShop AG","DEQ.DE",17.7600002288818,10.9099998474121,10.3299999237061,19.0200004577637,245922.206349206,16.3032540291075,47335501,2800528896,0,0,2148336000,0,0,0,0,230033000,91624000,840678508.594236,NA,Inf,0,4.85962956217575,3.65459959481568,1.62786438838444,"BUY",344,84.7290640394089,338,83.2512315270936,374,92.1182266009852
"eQ Oyj","EQV1V.HE",18.5,12.6827402114868,12.6345176696777,19.1499996185303,9370.42608695652,16.1198650028395,8072978,694401856,23931000,91476000,67545000,80000,13116000,-4000,13112000,9214000,20257000,149350093,1.82456541628545,0.100725873453146,0.0188824380100735,1.14133842554755,16.2090398306924,1.45867530923991,"HOLD",393,96.7980295566502,288,70.935960591133,373,91.871921182266
"EINHELL GERMANY VZO O.N.","EIN3.DE",124,85,74.5999984741211,125,2832.15873015873,102.668254004584,1671902,465229504,192584000,423669000,229251000,38406000,29302000,-4926000,24376000,9782000,187973000,207315848,6.57238413760153,0.0230887792120736,0.0523956451394794,5.85082139981889,21.1936053976692,1.45882352941176,"HOLD",390,96.0591133004926,290,71.4285714285714,372,91.6256157635468
"KLOECKNER + CO SE NA O.N.","KCO.DE",10.7399997711182,5.39499998092651,4.78599977493286,10.7399997711182,442970.349206349,7.54051588073609,10727115,1412546944,1569816000,2612954000,1036030000,172566000,92579000,-22775000,69804000,21294000,1232815000,115209212.644758,16.9565020144957,0.00814939719566437,0.0494171186993131,1.98506308546147,5.41040728114766,1.99073212402009,"HOLD",293,72.1674876847291,382,94.0886699507389,371,91.3793103448276
"Trainers´ House Oyj","TRH1V.HE",0.644999980926514,0.321999996900558,0.300000011920929,0.649999976158142,31803.6434782609,0.411313043469968,9218321,11198160,3571843,9315582,5743739,3266857,166138,-38602,127536,269268,2191913,5945816.86917448,21.4992536325224,0.0289051183275505,0.011389013909428,0.0292100915123264,22.0814091135021,2.00310555010876,"HOLD",287,70.6896551724138,384,94.5812807881773,370,91.1330049261084
"HOLLAND COLOURS","HOLCO.AS",117,82.7435455322266,78.9392471313477,119,282.365079365079,101.816606854636,306724,94516872,16979000,66369000,49112000,14877000,4040000,-602500,3437500,2237000,24265000,35886708,4.20272277227723,0.0337054950353328,0.036369168035946,7.29320170576805,16.0423370585606,1.41400757300678,"HOLD",395,97.2906403940887,273,67.2413793103448,369,90.8866995073892
"Aspo Oyj","ASPO.HE",8.92000007629395,5.88617944717407,5.77076435089111,9.23999977111816,36661.0265486726,7.95484925160366,19636044,448739520,270603000,384100000,113497000,32303000,25065000,-1497000,23568000,6124000,133541000,175153513.978111,10.7960502692998,0.0159437646446238,0.0525204466056388,0.311875447009591,28.6011616554721,1.5154142268932,"HOLD",360.5,88.7931034482759,307,75.615763546798,368,90.64039408867
"ICT Group","ICT.AS",14.1000003814697,7.92000007629395,7.30000019073486,14.1000003814697,12562.9126984127,9.89349209694635,6560268,157297232,71351000,131021000,58951000,13121000,6458500,-216000,6242500,1108000,39320000,92499781.3025436,11.0476116745374,0.00845665961945032,0.0396860130380425,0.168895539023711,83.4835571322596,1.78030306131861,"HOLD",304.5,75,358,88.1773399014778,367,90.3940886699507
"TULLOW OIL PLC","TQW.IR",0.500199973583221,0.17679999768734,0.17679999768734,0.699999988079071,4690.85714285714,0.349469840290054,988749618,4287940608,6767200000,6557200000,-2.1e+08,805400000,2.48e+08,-48150000,199850000,52650000,332550000,494572532.80402,27.2870967741935,0.00802934179222839,0.0466074552495294,0.0532490724057099,9.39359036664806,2.82918540795343,"HOLD",260,64.0394088669951,401,98.7684729064039,366,90.1477832512315
"THERMADOR GROUPE","THEP.PA",80.5999984741211,56,52.5999984741211,80.5999984741211,4412.8253968254,66.0587296864343,3536898,752998272,137642000,379225000,241414000,40325000,21840500,-2983000,18857500,9854000,103815500,285073973.403122,6.30214509741077,0.0259845738018327,0.0250432181602669,2.78605716082285,28.9297720116828,1.43928568703788,"HOLD",377,92.8571428571429,283,69.7044334975369,365,89.9014778325123
