"Ticker","CompanyName","Country","Sector","Industry","CP","StartP","MinP","MaxP","Vol","MA","Shares","EV","EPS","Debt","Assets","Equity","Cash","CFOpeAct","CapExp","FCF","netIncome","Sales","MCap","Debts","ROA","FCFyield","PER","Pr6m","Signal","Quality","N_Quality","Momentum","N_Momentum","Final_rank","N_Final"
"TEM1V.HE","Tecnotree Oyj","Finland","Technology","Software—Application",1.15400004386902,0.640999972820282,0.624000012874603,1.69000005722046,1466618.56451613,1.04793548295575,132263591,378377600,0.058,32900000,57900000,2.5e+07,1e+07,2800000,-1100000,1700000,2400000,11200000,152632189.816274,11.75,0.0414507772020725,0.00449286638532514,19.8965524805003,1.80031215725584,"HOLD",239.5,82.0205479452055,285,97.6027397260274,282,96.5753424657534
"ALBLD.PA","BILENDI","France","Communication Services","Advertising Agencies",15.75,11.8500003814697,11.8500003814697,16.8500003814697,5639.359375,14.0121093988419,3931214,56495120,0.449,21122325,44558223,23138966,10266670,2030079,-149835,1880244,1161843,9505723,61916620.5,10.404681295654,0.0260747157713179,0.0332815294489152,35.0779510022272,1.32911388126441,"HOLD",270.5,92.6369863013699,250,85.6164383561644,281,96.2328767123288
"DECB.BR","DECEUNINCK","Belgium","Industrials","Building Products & Equipment",3.61999988555908,2.75087714195251,2.69000005722046,4.1399998664856,169610.84375,3.22402001172304,39680432,550514496,0.17,353088000,599373000,239348000,105623000,29528000,-7297000,22231000,13902500,176475000,143643159.298935,11.9577350311569,0.0231950721837654,0.0403822245581704,21.294116973877,1.31594386036073,"HOLD",265.5,90.9246575342466,248,84.9315068493151,280,95.8904109589041
"ALHRG.PA","HERIGE","France","Basic Materials","Building Materials",46.5,31.8487243652344,31.8487243652344,51.7999992370605,2825.734375,41.3398900330067,837825,178989968,3.655,327145000,436965000,108808000,131385000,24715500,-3664000,21051500,4185000,165245500,38958862.5,13.2364305800004,0.00957742610964265,0.117612736821094,12.7222982216142,1.46002707884774,"HOLD",235,80.4794520547945,268,91.7808219178082,278.5,95.3767123287671
"RBO.PA","ROCHE BOBOIS","France","Consumer Cyclical","Furnishings, Fixtures & Appliances",29.1000003814697,21.3587036132812,21.0647773742676,30.7000007629395,2438.60975609756,24.7714984552647,3476669,397658304,0.41,289651000,356286000,64781000,73321000,22352500,-1422500,20930000,5543000,78192000,101171069.226244,12.9583268090818,0.0155577260964506,0.0526331269571577,70.9756106865115,1.36244225812351,"HOLD",246,84.2465753424658,257,88.013698630137,278.5,95.3767123287671
"SBT.PA","OENEO","France","Consumer Defensive","Beverages—Wineries & Distilleries",13.2600002288818,10.5,10.5,13.5,9300.5625,12.2189062088728,11182918,816262848,0.42,169058000,488546000,319570000,80315000,30544000,-3623000,26921000,8670500,70798500,148285495.239567,5.53490047145102,0.0177475611303746,0.0329807978716189,31.5714291163853,1.26285716465541,"BUY",262,89.7260273972603,238,81.5068493150685,276.5,94.6917808219178
"LGD1L.VS","LITGRID","Lithuania","Utilities","Utilities—Regulated Electric",0.774999976158142,0.64359575510025,0.63882839679718,0.850000023841858,4208.43333333333,0.780768392980099,12593155,481987104,0.057,198619000,428129000,229510000,5074000,44244000,-10817000,33427000,11473000,61177000,9759694.82475579,4.48917367326643,0.0267979977997286,0.0693524779451361,13.596490809792,1.20417198220554,"BUY",282,96.5753424657534,218,74.6575342465753,276.5,94.6917808219178
"ICP1V.HE","Incap Oyj","Finland","Technology","Electronic Components",49.25,26.25,25.8999996185303,53.2000007629395,11832.9677419355,41.2903224729723,3343358,291773088,2.696,39062000,86869000,47807000,3911000,1842500,-1319000,523500,3878000,35727000,164660381.5,21.2005427408412,0.0446419321046633,0.00179420248655695,18.2678041543027,1.87619047619048,"HOLD",209,71.5753424657534,289,98.972602739726,275,94.1780821917808
"TULAV.HE","Tulikivi Oyj A","Finland","Industrials","Building Products & Equipment",0.488000005483627,0.300999999046326,0.28600001335144,0.726000010967255,324242.35483871,0.440733871873348,33400389,42976052,0.004,2.5e+07,33500000,8500000,1400000,1100000,-4e+05,7e+05,8e+05,9500000,16299390.0151553,22.7272727272727,0.0238805970149254,0.0162881411256669,122.000001370907,1.62126248182652,"HOLD",217,74.3150684931507,277,94.8630136986301,274,93.8356164383562
"ENVI.AS","ENVIPCO","Netherlands","Industrials","Pollution & Treatment Controls",1.98020005226135,1.72000002861023,1.5,2.34999990463257,8300.9609375,1.86260701715946,1170393,79360816,0.465,18017000,49162000,31110000,12850000,6074000,-450000,5624000,2025000,8341000,2317612.27976632,2.96624958840961,0.0411903502705342,0.0708662068192444,4.25849473604592,1.15127908100174,"BUY",288,98.6301369863014,196,67.1232876712329,273,93.4931506849315
"LNS1L.VS","Linas","Lithuania","Consumer Cyclical","Textile Manufacturing",0.158000007271767,0.136000007390976,0.114000000059605,0.187999993562698,10310.3189655172,0.14994827657938,5036890,1895520,0.034,3298816,12416731,9117915,3465295,490167,-8802,481365,270064,3878050,795828.656627089,6.72998386264273,0.0217500081140519,0.253948784502406,4.6470590374049,1.16176469621465,"BUY",278,95.2054794520548,202,69.1780821917808,272,93.1506849315068
"JBOG.PA","JACQUES BOGART","France","Consumer Defensive","Household & Personal Products",11.1000003814697,9.05710506439209,8.99941539764404,12.1999998092651,3443.4140625,10.9334462806582,1109088,287277824,0.156,289139000,388347000,99208000,88258000,33517000,-743000,32774000,4880500,64458000,12310877.2230835,8.62663722886893,0.0125673688737135,0.114084684796276,71.1538485991649,1.22555720647531,"BUY",253,86.6438356164384,224,76.7123287671233,271,92.8082191780822
"SFG1T.TL","Silvano Fashion Group","Estonia","Consumer Cyclical","Apparel Retail",1.86899995803833,1.64499998092651,1.55999994277954,2,31042.8813559322,1.70707627676301,25552080,58125000,0.139,16361000,46279000,26668000,11024000,3589000,-78000,3511000,2261000,10265000,47756836.4477921,4.55865143494009,0.0488558525465114,0.0604043010752688,13.4460428635851,1.13617020043104,"HOLD",286,97.9452054794521,189,64.7260273972603,270,92.4657534246575
"IVL1L.VS","Invalda INVL","Lithuania","Financial Services","Asset Management",11.3000001907349,8.94999980926514,8.94999980926514,11.3999996185303,260.163793103448,9.64612063868293,1289570,102884560,0.45,7023000,90380000,83157000,5741000,441500,-72500,369000,4762000,7662500,14572141.245966,15.9071347678369,0.0526886479309582,0.00358654398677508,25.1111115349664,1.26256988062022,"HOLD",231.5,79.2808219178082,237,81.1643835616438,269,92.1232876712329
"OLF1R.RG","Olainfarm","Latvia","Healthcare","Drug Manufacturers—Specialty & Generic",9.26000022888184,7.16655921936035,7.048752784729,9.39999961853027,4743.34745762712,8.49591475826199,6492235,119271720,0.891,45482000,184816000,139334000,25881000,5705000,-3096000,2609000,2519000,33172000,60118097.5859547,7.97230499561788,0.0136297723140854,0.021874422537044,10.3928173163657,1.29211242737883,"BUY",225,77.0547945205479,243,83.2191780821918,268,91.7808219178082
"SMTPC.PA","SMTPC","France","Industrials","Infrastructure Operations",22.2000007629395,16.6047821044922,16.1919555664062,22.2999992370605,5833.16260162602,20.8950812332029,1962392,135114048,1.184,59093608,131986649,72893041,39362125,4826510,-3415007,1411503,2287260,7759609,43565103.8971863,12.2435482367176,0.0173294800446066,0.0104467523613829,18.7500006443745,1.33696429277043,"BUY",212,72.6027397260274,252,86.3013698630137,267,91.4383561643836
"TAALA.HE","Taaleri Oyj","Finland","Financial Services","Asset Management",10,9.05180263519287,8.97836017608643,11.75,32974.8629032258,10.41878488756,13551316,261967200,0.879,82823000,299496000,217364000,0,113768000,-424000,113344000,113931000,17025000,135513160,0.727999085858941,0.380409087266608,0.432664852699117,11.3765642775882,1.10475232426308,"HOLD",292,100,171,58.5616438356164,266,91.0958904109589
"FATL.PA","FONCIERE ATLAND","France","Real Estate","REIT—Diversified",40.7999992370605,34.0150909423828,33.8122177124023,44.2000007629395,1072.8671875,39.3627538979053,659310,278441312,4.46,348033000,477562000,128166000,123911000,16836000,-548000,16288000,8689000,64515000,26899847.4969864,20.6719529579473,0.0181944962120102,0.0584970666996426,9.14798189171761,1.19946759237453,"BUY",243.5,83.3904109589041,216,73.972602739726,265,90.7534246575342
"MCM.MC","MIQUEL Y COSTAS MIQUEL","Spain","Basic Materials","Paper & Paper Products",16.1000003814697,14.2745208740234,14.136284828186,16.8999996185303,14055.0390625,15.826093070209,12014217,466370240,1.754,130690000,443135000,312445000,18665000,16758500,-4054000,12704500,14436000,79390500,193428898.28306,7.79843064713429,0.0325769799271102,0.0272412322021234,9.17901960175013,1.12788376741725,"BUY",275,94.1780821917808,184,63.013698630137,263,90.0684931506849
"SAMS.PA","SAMSE","France","Industrials","Industrial Distribution",196.5,157.130889892578,156.172775268555,210,492.837398373984,182.638699415253,583541,864369536,13.738,753575000,1255960000,491700000,141258000,41937000,-7528500,34408500,18577000,415911500,114665806.5,17.9692157283544,0.0147910761489219,0.0398076269083134,14.3033920512447,1.25054978135958,"BUY",228,78.0821917808219,231,79.1095890410959,263,90.0684931506849
"SMAR.BR","SMARTPHOTO GROUP","Belgium","Consumer Cyclical","Leisure",33.7999992370605,30.8075466156006,30.1000003814697,36,1328.72357723577,32.134130989633,1559658,97731984,2.13,25618000,71095000,45477000,17946000,8495500,-706000,7789500,3767000,20220500,52716439.2100754,3.01547878288506,0.0529854420142063,0.0797026692919689,15.8685442427514,1.09713375293392,"BUY",290,99.3150684931507,169,57.8767123287671,263,90.0684931506849
"GLOG.BR","GLOBAL GRAPHICS","United Kingdom","Technology","Software—Application",5,3.70000004768372,3.64000010490417,5,6124.3515625,4.5635937359184,1922204,169673856,0.505,34370000,141052000,106682000,13612000,3590500,-185000,3405500,1230000,11887000,9611020,9.57248294109455,0.00872018829935059,0.0200708587656545,9.9009900990099,1.35135133393582,"HOLD",201.5,69.0068493150685,255,87.3287671232877,261,89.3835616438356
"ABO.BR","ABO GROUP","Belgium","Industrials","Waste Management",6.09999990463257,4.30000019073486,4.30000019073486,6.65000009536743,2884.52845528455,6.15162599377516,1060150,74274160,0.202,38023000,57002000,17662000,15021000,2055500,-607000,1448500,582500,12726500,6466914.89889622,18.4981756263683,0.0102189396863268,0.0195020717837805,30.1980193298642,1.41860456605935,"BUY",189,64.7260273972603,263,90.0684931506849,260,89.041095890411
"FSKRS.HE","Fiskars Oyj Abp","Finland","Consumer Cyclical","Home Improvement Retail",18.7999992370605,16.080717086792,15.8242168426514,22.6905841827393,24950,18.6232006011471,9042529,1709365760,1.102,597900000,1356900000,7.55e+08,2.6e+07,42700000,-8200000,34500000,31200000,307200000,169999538.301098,14.0023419203747,0.0229935883263321,0.0201829244549745,17.0598904147555,1.16910204536227,"BUY",241,82.5342465753425,206,70.5479452054795,258.5,88.527397260274
"RAM.LS","RAMADA","Portugal","Basic Materials","Steel",5.8600001335144,5.16555261611938,5.0184907913208,6.92000007629395,21658.4921875,5.92544525116682,5802919,156677360,0.329,0,0,132606682,0,0,0,0,3310991,34111869,34005106.1147733,NA,Inf,0,17.8115505577945,1.13443818483776,"HOLD",259,88.6986301369863,188,64.3835616438356,258.5,88.527397260274
"HYDRA.AS","HYDRATEC","Netherlands","Industrials","Farm & Heavy Construction Machinery",71,61.2592086791992,56.8835525512695,76.8171081542969,158.9609375,63.0256528556347,215663,121627368,1.009,128225000,198286000,70061000,5234000,7906000,-1409500,6496500,3324500,59886000,15312073,16.2186946622818,0.01676618621587,0.0534131430024861,70.3666997026759,1.15900942129062,"HOLD",243.5,83.3904109589041,199,68.1506849315068,257,88.013698630137
"OPN.PA","GROUPE OPEN","France","Technology","Information Technology Services",19.3500003814697,15,14.8000001907349,20.3999996185303,672.6328125,17.8849218785763,1623496,130310736,0.421,139400000,255800000,116300000,34400000,7650000,-550000,7100000,1600000,74150000,31414648.2193146,18.2222222222222,0.00625488663017983,0.0544851500186447,45.96199615551,1.29000002543132,"BUY",199,68.1506849315068,242,82.8767123287671,255.5,87.5
"GZE1R.RG","Latvijas Gaze","Latvia","Utilities","Utilities—Regulated Gas",10.8999996185303,10.2399082183838,10.1423854827881,11.1000003814697,298.322033898305,10.6846735841137,12663462,366182016,0.517,72321000,472830000,400509000,92818000,44029000,-2708000,41321000,24672000,75234000,138031730.969273,1.64257648368121,0.052179430239198,0.112842789089893,21.0831714091495,1.06446262857722,"BUY",291,99.6575342465753,150,51.3698630136986,255.5,87.5
"NEA.MC","NICOLAS CORREA","Spain","Industrials","Specialty Industrial Machinery",5.55999994277954,4.61642026901245,4.5486741065979,6,9152.109375,5.42475784942508,7595461,62112272,0.484,40099000,97136000,56304000,17359000,2338000,-511500,1826500,1612000,16708500,42230762.7253842,17.1509837467921,0.0165952890792291,0.0294064271228076,11.487603187561,1.20439639781084,"BUY",221,75.6849315068493,219,75,253.5,86.8150684931507
"PERR.PA","PERRIER (GERARD)","France","Industrials","Electrical Equipment & Parts",81.5999984741211,67.3740997314453,67.3740997314453,90,464.6640625,77.4002192020416,1446136,265655008,3.178,88557861,168923669,80365808,47644099,4353829,-545221,3808608,3969415,52557652,118004695.393372,20.3402248916988,0.0234982760171992,0.0143366693090913,25.6765256369166,1.21114788619634,"BUY",217,74.3150684931507,223,76.3698630136986,253.5,86.8150684931507
"HAW.DE","HAWESKO HOLDING  INH O.N.","Germany","Consumer Defensive","Beverages—Wineries & Distilleries",55.2000007629395,45.679443359375,43.6933822631836,64,3542.8203125,55.2366319596767,1958382,606288768,3.91,296262000,423289000,124555000,56442000,12759000,-1212000,11547000,9771000,158568000,108102687.894127,23.2198448154244,0.0230835197701807,0.0190453800391037,14.1176472539487,1.20842104682982,"BUY",217,74.3150684931507,222,76.027397260274,251.5,86.1301369863014
"ISUR.MC","INMOBILIARIA DEL SUR","Spain","Real Estate","Real Estate Services",7.88000011444092,7.02115106582642,6.84000015258789,8.15999984741211,3535.2265625,7.48321720212698,11037472,362370752,1.214,0,0,0,0,0,0,0,0,0,86975280.6231384,NA,NA,0,6.4909391387487,1.12232311205989,"BUY",257,88.013698630137,182,62.3287671232877,251.5,86.1301369863014
"IUR.DE","KAP AG  INH O.N.","Germany","Financial Services","Asset Management",23.3999996185303,13.7350597381592,13.7350597381592,25.7423076629639,1983.34375,19.5958276540041,2250729,289276640,3.237,181078000,361911000,177331000,8084000,3505000,-8306000,-4801000,18725000,91610000,52667057.741415,51.6627674750357,0.051739239757841,-0.0165965699822841,7.22891554480391,1.70366930065252,"HOLD",157.5,53.9383561643836,281,96.2328767123288,249.5,85.4452054794521
"CAMB.BR","CAMPINE","Belgium","Industrials","Waste Management",40.7999992370605,28.0117092132568,28.0117092132568,41,514.6328125,31.1477328389883,422100,55077000,1.856,28620000,64131000,35511000,190000,2270500,-2609000,-338500,1340500,42198000,17221679.6779633,12.605153049989,0.0209025276387395,-0.00614594113695372,21.9827582096231,1.45653372760815,"HOLD",171.5,58.7328767123288,267,91.4383561643836,249.5,85.4452054794521
"SEFER.PA","SERGEFERRARI GROUP","France","Industrials","Building Products & Equipment",9.10000038146973,6.90000009536743,6.19999980926514,9.80000019073486,11962.5691056911,7.36626015252214,2267775,181273264,0.04,212768000,322293000,102220000,41703000,6791000,-2023500,4767500,4369000,72354500,20636753.3650875,31.3308791046974,0.0135559878743876,0.0263000725799255,227.500009536743,1.31884061676743,"HOLD",188,64.3835616438356,249,85.2739726027397,248,84.9315068493151
"LACR.PA","LACROIX SA","France","Technology","Scientific & Technical Instruments",43,31.9836444854736,31.9836444854736,51.5674781799316,2447.7265625,43.9201843291521,1572772,197437696,2.432,242948000,343456000,92461000,30003000,11599000,-3269000,8330000,1458500,119359500,67629196,20.9455987585137,0.00424654104164726,0.0421905247516665,17.6809210526316,1.34443715504435,"HOLD",181,61.986301369863,254,86.986301369863,247,84.5890410958904
"ETTE.HE","Etteplan Oyj","Finland","Industrials","Engineering & Construction",18.2999992370605,16.2000007629395,15.5,19,5952.08870967742,16.8870967741935,4456925,501368576,0.767,137344000,227826000,90482000,13105000,12421000,-527000,11894000,4935000,75043000,81561724.0996361,11.057402785605,0.0216612678096442,0.0237230663614626,23.8591906610959,1.12962952933467,"BUY",248,84.9315068493151,185,63.3561643835616,246,84.2465753424658
"ASP.PA","A.S.T. GROUPE","France","Consumer Cyclical","Residential Construction",6.92000007629395,6.1399998664856,5.90000009536743,8,7173.50406504065,6.77414639790853,4101286,67269232,0.42,109144000,149815000,40667000,57229000,7894000,-166500,7727500,2129500,47561000,28380899.4329033,13.8261971117304,0.0142141975102627,0.11487421173472,16.4761906578427,1.12703586755203,"BUY",249,85.2739726027397,183,62.6712328767123,245,83.9041095890411
"ALFPC.PA","FOUNTAINE PAJOT","France","Consumer Cyclical","Leisure",115,93.535774230957,93.535774230957,125,1472.390625,113.507120847702,780609,162326560,4.27,154364008,205905787,46819766,48687294,17062050,-2700522,14361528,268159,42832469,89770035,9.0472134356657,0.00130233833593031,0.0884730631881807,26.9320843091335,1.22947611163237,"BUY",206,70.5479452054795,225,77.0547945205479,244,83.5616438356164
"CROS.PA","CROSSWOOD","France","Real Estate","Real Estate Services",7.90000009536743,4.70170593261719,4.56952953338623,7.90000009536743,22.1953125,5.25364250317216,528564,81697536,0.79,26888000,100344000,73456000,1808000,633500,0,633500,950000,370000,4175655.65040779,42.4435674822415,0.00946743203380371,0.00775421182837142,10.0000001207183,1.68024121639822,"HOLD",149.5,51.1986301369863,280,95.8904109589041,243,83.2191780821918
"RAP1V.HE","Rapala VMC Oyj","Finland","Industrials","Tools & Accessories",8.92000007629395,7.84000015258789,7,10.6999998092651,20269.9032258065,8.99540325518577,22251713,362627552,0.04,129900000,272900000,137800000,27900000,14550000,-1300000,13250000,3350000,72300000,198485281.657671,8.92783505154639,0.0122755588127519,0.0365388672948932,223.000001907349,1.13775508962835,"BUY",237,81.1643835616438,190,65.0684931506849,242,82.8767123287671
"O4B.DE","OVB HOLDING AG","Germany","Financial Services","Capital Markets",21.7999992370605,18.8173084259033,18.7182693481445,26.7999992370605,340,21.7367488741875,428822,204448640,1.021,154353000,239870000,84879000,77091000,7148000,-668000,6480000,4902000,80500000,9348319.27283478,21.5938724118635,0.0204360695376662,0.0316950017373556,21.3516153154364,1.15850783457699,"BUY",228,78.0821917808219,198,67.8082191780822,240.5,82.3630136986301
"ALFRE.PA","FREELANCE.COM","France","Industrials","Staffing & Employment Services",7.26000022888184,4.19000005722046,3.98000001907349,7.30000019073486,25730.0859375,5.81394531950355,6124203,205415488,0.18,159200000,208125000,47760000,50083000,655500,-527500,128000,3037500,96235500,44461715.1817188,242.868039664378,0.0145945945945946,0.000623127307713039,40.3333346048991,1.73269692833798,"HOLD",144,49.3150684931507,282,96.5753424657534,240.5,82.3630136986301
"SMA1R.RG","PATA Saldus","Latvia","Basic Materials","Lumber & Wood Production",37.7999992370605,27,23.6000003814697,55,60.6271186440678,29.9711862499431,37699,43184680,7.385,21897665,44546797,22649132,92519,90138,-165399,-75261,3234698,24993144,1425022.17123795,242.934888726175,0.0726134810545414,-0.00174277081594677,5.11848330901294,1.39999997174298,"HOLD",164,56.1643835616438,259,88.6986301369863,239,81.8493150684932
"PRM.MC","PRIM","Spain","Healthcare","Medical Instruments & Supplies",14.75,10.0168504714966,9.91864681243896,14.9499998092651,5039.46875,11.9679445624352,7973382,230209152,0.399,53701000,172099000,118398000,34809000,0,0,0,4542730,44499820,117607384.5,Inf,0.0263960278676808,0,36.9674185463659,1.47251873650024,"HOLD",149.5,51.1986301369863,271,92.8082191780822,238,81.5068493150685
"ALVIV.PA","VISIATIV","France","Technology","Software—Application",24.1000003814697,19.3999996185303,18.8500003814697,25,5867.91056910569,20.933983795042,1812735,131652736,0.375,203792000,250620000,45075000,65250000,5684500,-230500,5454000,2903500,55877000,43686914.1915035,35.8504705778872,0.0115852685340356,0.0414271679093703,64.2666676839193,1.2422680853277,"HOLD",191,65.4109589041096,227,77.7397260273973,237,81.1643835616438
"TIE.AS","TIE KINETIX","Netherlands","Technology","Software—Application",22.2000007629395,18.7000007629395,18.7000007629395,25.6000003814697,2009.39024390244,22.8764227115042,418511,32697000,3.57,6619000,17327000,10708000,5820000,280500,-12500,268000,435500,3714500,9290944.51929855,23.5971479500891,0.0251341836440238,0.00819647062421629,6.21848760866651,1.18716576776491,"HOLD",205,70.2054794520548,211,72.2602739726027,236,80.8219178082192
"ABEO.PA","ABEO","France","Consumer Cyclical","Leisure",15.3500003814697,12.25,10.6499996185303,18.7000007629395,3646.55284552846,14.3418699124964,1120461,208589424,0.092,229749000,324820000,94796000,72002000,12393000,-703500,11689500,839500,45088500,17199076.777422,18.5386105059308,0.00258450834308232,0.0560407127832138,166.847830233367,1.25306125563018,"BUY",181,61.986301369863,234,80.1369863013699,234.5,80.3082191780822
"ALBIO.PA","BIOSYNEX","France","Healthcare","Diagnostics & Research",19.5499992370605,19.1384925842285,18.6426773071289,28.2615070343018,99418.8515625,22.9908910691738,4376646,207360800,3.05,59784876,126074028,66289152,36836155,14395655,-3974753,10420902,12577086,54890448,85563425.9608841,4.15298060421704,0.0997595317570087,0.0502549276430261,6.40983581542969,1.02150151852456,"HOLD",289,98.972602739726,126,43.1506849315069,234.5,80.3082191780822
"ALATF.PA","ARTEFACT","France","Communication Services","Advertising Agencies",7.76000022888184,3.84999990463257,3.76999998092651,7.76000022888184,100217.951219512,5.57678861346671,20766957,160822784,0.07,99857000,149010000,48470000,27942000,2181000,-46000,2135000,405500,19813000,161151591.073179,45.7849610270518,0.00272129387289444,0.0132754821605377,110.857146126883,2.01558452496181,"HOLD",123,42.1232876712329,291,99.6575342465753,232,79.4520547945205
"TKM1T.TL","Tallinna Kaubamaja Grupp","Estonia","Consumer Cyclical","Department Stores",10.4399995803833,9.32999992370605,9.14000034332275,11.7200002670288,12992.4491525424,9.90593219207505,12527487,718515520,0.468,385776000,592073000,206297000,9952000,28091000,-4783000,23308000,9902000,207187000,130786959.023257,13.7330817699619,0.0167242890657064,0.0324391044469019,22.3076914110754,1.11897102526838,"BUY",236,80.8219178082192,178,60.958904109589,232,79.4520547945205
"AMG1L.VS","Amber Grid","Lithuania","Energy","Oil & Gas Midstream",1.25999999046326,1,0.990000009536743,1.36000001430511,3426.325,1.16191665430864,6100682,333557376,0.133,163874000,327758000,163884000,1025000,10908000,-13098000,-2190000,9054000,19190000,7686859.26181936,15.0232856618995,0.0276240396878185,-0.00656558708508368,9.47368413882148,1.25999999046326,"BUY",178,60.958904109589,236,80.8219178082192,232,79.4520547945205
"ALMA.HE","Alma Media Oyj","Finland","Communication Services","Publishing",10.1999998092651,9.10000038146973,9.10000038146973,12.3000001907349,17331.7833333333,10.772749988238,18847942,1045228416,0.364,216600000,344500000,124200000,52300000,15400000,-2e+05,15200000,7600000,58100000,192249004.80504,14.0649350649351,0.0220609579100145,0.0145422758961808,28.0219774979811,1.12087905293228,"HOLD",231.5,79.2808219178082,181,61.986301369863,230,78.7671232876712
"GLINT.LS","GLINTT","Portugal","Technology","Information Technology Services",0.25,0.208000004291534,0.194000005722046,0.25,12492.8984375,0.218281249050051,17917829,58965340,0.016,119095599,195469159,75962482,13679758,6154866,-4104,6150762,600102,23766271,4479457.25,19.3498280872402,0.00307005976323866,0.104311481965507,15.625,1.20192305212455,"HOLD",195,66.7808219178082,217,74.3150684931507,228.5,78.2534246575342
