Ticker;CompanyName;Country;Sector;Industry;CP;StartP;MinP;MaxP;Vol;MA;Shares;EV;EPS;Debt;Assets;Equity;Cash;CFOpeAct;CapExp;FCF;netIncome;Sales;MCap;Debts;ROA;FCFyield;PER;Pr6m;Signal;Quality;Quality;Momentum;Momentum;Final_rank;Final
OSP2.DE;USU SOFTWARE AG;Germany;Technology;Information Technology Services;25.3999996185;28.0511817932;24.1141738892;29.0354328156;4971.0793650794;26.5226599375;4383361;269537408;0.565;58541000;122162000;63621000;22748000;4863000;-198000;4665000;2032000;27180000;111337367.72788;12.0380423607;0.0166336504;0.0173074307;44.9557515372;0.9054876834;HOLD;217;73.8095238095;33;11.2244897959;109;37.074829932
ROOD.AS;ROODMICROTEC;Netherlands;Technology;Semiconductors;0.2240000069;0.2300000042;0.199000001;0.248999998;254997.80952381;0.2206984127;53030979;20343022;0.012;10363000;14679000;1822000;1988000;447500;-52500;395000;238500;3256500;11878939.6626635;23.1575418994;0.0162477008;0.0194169775;18.6666672428;0.9739130559;BUY;194;65.9863945578;54;18.3673469388;108;36.7346938776
ALX.AS;ALUMEXX N.V.;Netherlands;Consumer Cyclical;Internet Retail;0.9319999814;1.4400000572;0.9319999814;1.4400000572;39066.119047619;1.1780634858;3184816;9486438;0.016;1100000;2071000;971000;861000;126500;0;126500;69500;1252500;2968248.45277309;8.6956521739;0.0335586673;0.013334826;58.2499988377;0.6472221836;HOLD;242;82.3129251701;5;1.7006802721;107;36.3945578231
VEF1R.RG;VEF;Latvia;Real Estate;Real Estate Services;5.5999999046;4.9000000954;3.5;5.5999999046;9.947826087;4.8683478646;125857;12831930;0.0626822505;2478420;5948237;3469817;309952;56117;-2099;54018;7889;251825;704799.187997341;44.1652262238;0.0013262753;0.0042096551;89.3394838379;1.1428571012;HOLD;89.5;30.4421768707;153;52.0408163265;106;36.0544217687
HCO.PA;HIGH CO;France;Communication Services;Advertising Agencies;5.6799998283;4.6793479919;4.6793479919;5.7600002289;11753.3968253968;5.2012374288;7897405;62253508;0.206;167970000;263621000;92057000;111635000;0;0;0;0;0;44857259.0443206;Inf;0;0;27.5728147007;1.2138442873;HOLD;53;18.0272108844;189;64.2857142857;105;35.7142857143
SEFER.PA;SERGEFERRARI GROUP;France;Industrials;Building Products & Equipment;6.1999998093;6.2399997711;6.1999998093;7.4800000191;12896.3253968254;6.8903968221;2441520;153844192;0.04;203216000;304523000;94894000;45925000;14867500;-1874000;12993500;-1029500;57806000;15137423.534317;13.6684714982;-0.003380697;0.084458827;154.9999952316;0.9935897495;HOLD;181.5;61.7346938776;60;20.4081632653;104;35.3741496599
SNC.LS;SONAECOM,SGPS;Portugal;Technology;Information Technology Services;1.5750000477;1.2882435322;1.2882435322;1.6699999571;26910.0079365079;1.5044194763;35366263;359369696;0.267;101262395;1226844548;1112810886;229311441;-1726061;-152945;-1879006;10572874;27063525;55701865.9113948;-58.6667533766;0.0086179411;-0.0052286156;5.8988765831;1.2225949584;BUY;47.5;16.156462585;193;65.6462585034;103;35.0340136054
EXE.PA;EXEL INDUSTRIES;France;Industrials;Farm & Heavy Construction Machinery;83.1999969482;65.8000030518;63;92.4000015259;1078.2063492064;74.7396825155;1096142;703038976;5.965;454801000;815861000;361043000;52767000;-14183000;-4292000;-18475000;7137000;192625000;91199011.0548401;-32.066629063;0.0087478137;-0.0262787706;13.9480296644;1.2644375849;HOLD;27;9.1836734694;213;72.4489795918;102;34.693877551
WEB.BR;WAREHOUSES;Belgium;Real Estate;REIT—Diversified;40.5;39.2669067383;38.3091773987;42.5999984741;1036.5555555556;40.2629340338;2186799;265418368;3.19;145777595;304530271;158752676;770952;3023164;0;3023164;5360195;5005749;88565359.5;48.2202073721;0.0176015178;0.0113901838;12.6959247649;1.0314028622;BUY;154;52.380952381;85;28.9115646259;101;34.3537414966
CGM.PA;CEGEDIM;France;Healthcare;Health Information Services;25.2000007629;25.2999992371;22.7000007629;27.6000003815;12782.3174603175;24.6702381618;5831461;598656960;0.784;697453000;905355000;207655000;24734000;29865000;-7455500;22409500;7751000;130370000;146952821.649052;23.3535241922;0.0085612826;0.0374329566;32.142858116;0.996047491;BUY;175.5;59.693877551;61;20.7482993197;99.5;33.843537415
TEXF.BR;TEXAF;Belgium;Industrials;Conglomerates;34.9000015259;34.5677642822;31.2224941254;36.5;466.7142857143;33.8260136408;1031656;115766104;1.268;29047000;128884000;99453000;6979000;1647500;1309500;2957000;708000;5454500;36004795.9741821;17.6309559939;0.0054933118;0.0255428826;27.5236605094;1.0096111869;BUY;166.5;56.6326530612;70;23.8095238095;99.5;33.843537415
NRG.PA;NRJ GROUP;France;Communication Services;Broadcasting;6.0599999428;6.2699999809;5.9990739822;6.3861112595;8101.3412698413;6.2040829356;7863524;220351568;0.517;211521000;856565000;644677000;294390000;11591000;-3365500;8225500;6279500;94866000;47652954.9900455;18.248727461;0.0073310257;0.0373289833;11.7214699087;0.9665071708;HOLD;187;63.6054421769;48;16.3265306122;98;33.3333333333
ESI.PA;ESI GROUP;France;Technology;Software—Application;60.4000015259;45.7999992371;42.5;61.4000015259;1907.1507936508;53.0269841391;2092100;380625888;0.25;128498000;216359000;87779000;22466000;-4852500;-175500;-5028000;-3733000;25881000;126362843.192291;-26.4807831015;-0.0172537311;-0.0132098214;241.6000061035;1.3187773479;HOLD;8;2.7210884354;225;76.5306122449;96.5;32.8231292517
SCM1R.RG;Siguldas CMAS;Latvia;Consumer Defensive;Farm Products;4.9000000954;4.2230205536;3.9688572884;5;31.7565217391;4.5541072928;146116;1774266;0.27;129274;1779336;1650062;294768;-40187;-28436;-68623;43492;316085;715968.413934708;-3.2168114067;0.0244428259;-0.0386768388;18.1481485014;1.1603069493;BUY;68;23.1292517007;165;56.1224489796;96.5;32.8231292517
ALVIV.PA;VISIATIV;France;Technology;Software—Application;19.6000003815;20.4500007629;18.4599990845;21.8999996185;5402.5873015873;19.9216667054;1812735;116034904;0.375;203792000;250620000;45075000;65250000;5684500;-230500;5454000;2903500;55877000;35529606.6915035;35.8504705779;0.0115852685;0.0470030983;52.2666676839;0.9584351907;HOLD;186;63.2653061224;46;15.6462585034;95;32.3129251701
CPA1T.TL;Coop Pank;Estonia;Financial Services;Banks—Regional;2.8199999332;2.1649999619;2.1649999619;2.8199999332;71549.125;2.365625004;45443364;49162928;0.11;874492000;974911000;100419000;242707000;-84969000;-1530000;-86499000;2835000;7922000;128150283.446328;-10.291894691;0.0029079578;-1.7594354836;25.6363630295;1.3025404078;HOLD;9.5;3.231292517;222;75.5102040816;94;31.9727891156
KNF1L.VS;Klaipedos Nafta;Lithuania;Energy;Oil & Gas Refining & Marketing;0.3389999866;0.2983237505;0.2936331332;0.3569999933;94118.6355932203;0.3140081538;64503849;467785248;0.066;440231000;647452000;207221000;52122000;7371000;-2110000;5261000;-9069000;15673000;21866803.9497807;59.7247320581;-0.014007216;0.0112466137;5.1363634341;1.1363493054;BUY;84;28.5714285714;147;50;93;31.6326530612
SCHP.PA;SECHE ENVIRONNEM.;France;Industrials;Waste Management;49.0999984741;42.8369140625;41.2667160034;54.5643119812;5110.3253968254;50.2260800013;1721511;819772160;1.77;837325000;1094554000;252927000;105265000;0;0;0;7363000;195577000;84526187.4731827;Inf;0.0067269408;0;27.7401121323;1.146207647;HOLD;75;25.5102040816;155;52.7210884354;92;31.2925170068
KSC.DE;KPS AG NA O.N.;Germany;Technology;Information Technology Services;5.2800002098;4.8112707138;4.6802244186;5.4400000572;15983.5634920635;5.0295463327;15997689;240177552;0.247;90396000;162114000;71718000;9049000;0;0;0;3282000;41044000;84467801.2764487;Inf;0.0202450128;0;21.3765190681;1.0974232222;BUY;107;36.3945578231;122;41.4965986395;91;30.9523809524
CONSTI.HE;Consti Oyj;Finland;Industrials;Engineering & Construction;13.0500001907;10.1900367737;10.1900367737;13.8500003815;10139.5983606557;12.6204208311;2348742;121266000;0.35;85548000;115868000;30320000;15923000;-3064000;-253000;-3317000;-85000;59283000;30651083.547987;-27.9203655352;-0.0007335934;-0.0273530916;37.2857148307;1.280662718;BUY;11;3.7414965986;217;73.8095238095;90;30.612244898
AXW.PA;AXWAY SOFTWARE;United States;Technology;Software—Application;27.8999996185;24.8583049774;23.1813545227;30.6783046722;6770.4126984127;27.7988803046;6741646;660763904;0.38;203879000;559346000;355463000;16165000;750000;-3229000;-2479000;7242500;80322500;188091920.828266;271.8386666667;0.0129481573;-0.0037517183;73.4210516277;1.1223613052;BUY;89.5;30.4421768707;138;46.9387755102;89;30.2721088435
PRC.PA;ARTMARKET COM;France;Communication Services;Publishing;5.25;7.0799999237;5.25;7.1599998474;13869.4047619048;6.3055555518;4632514;33109726;0.12;2636000;22456000;19819000;1365000;617500;-115000;502500;253000;2154000;24320698.5;4.2688259109;0.0112664767;0.0151768094;43.75;0.7415254317;HOLD;214.5;72.9591836735;11;3.7414965986;88;29.9319727891
HYDRA.AS;HYDRATEC;Netherlands;Industrials;Farm & Heavy Construction Machinery;59;61;58.5;64;119.5079365079;61.0674603175;213425;118754416;13.416;128225000;198286000;70061000;5234000;5666000;-320500;5345500;1192500;58481000;12592075;22.6306036004;0.0060140403;0.0450130629;4.3977340489;0.9672131148;HOLD;175.5;59.693877551;49;16.6666666667;87;29.5918367347
FFARM.AS;Forfarmers;Netherlands;Consumer Defensive;Farm Products;4.7699999809;5.2400846481;4.7699999809;5.8772630692;131071.063492063;5.338863528;31165349;478017760;0.148;454200000;816686000;356931000;68658000;41957000;-10770000;31187000;-2568500;589557500;148658714.135568;10.82536883;-0.0031450276;0.0652423458;32.2297296009;0.9102906348;HOLD;188;63.9455782313;34;11.5646258503;86;29.2517006803
ALGAU.PA;GAUSSIN;France;Consumer Cyclical;Auto Manufacturers;7.1079998016;11.3219995499;7.1079998016;11.3219995499;242868.793650794;9.0769523855;21929143;177736592;0.06;54549000;74482000;19536000;16279000;2744500;-1580000;1164500;4429500;19845000;155872344.094042;19.875751503;0.0594707446;0.0065518304;118.4666633606;0.6278042823;HOLD;218.5;74.3197278912;3;1.0204081633;85;28.9115646259
ALGIL.PA;GROUPE GUILLIN;France;Consumer Cyclical;Packaging & Containers;23.5;24.8785705566;21.9857139587;26.2767868042;9611.3650793651;24.1440480247;6477329;487055424;2.79;266185000;671874000;405481000;64900000;10914500;-6046000;4868500;12995500;152061500;152217231.5;24.3881991846;0.0193421683;0.0099957823;8.4229390681;0.944588032;HOLD;178;60.5442176871;43;14.6258503401;84;28.5714285714
FPG.PA;UNION TECH.INFOR.;France;Technology;Information Technology Services;0.5559999943;0.6349999905;0.5299999714;0.6349999905;5871.4603174603;0.5796269812;3784022;6947243;0.005;13072000;17456000;4385000;2226000;643000;-53000;590000;82500;4356000;2103916.21034765;20.3297045101;0.0047261687;0.0849257756;111.1999988556;0.8755905553;HOLD;193;65.6462585034;27;9.1836734694;83;28.231292517
CAS.PA;CAST;France;Technology;Software—Application;4.4600000381;4.1399998665;3.8299999237;4.8000001907;6073.8253968254;4.3183333344;7216472;74003984;0.004;32290000;38472000;6182000;12484000;595500;-30500;565000;313500;10508500;32185465.3952866;54.2233417296;0.0081487835;0.0076347241;1115.0000095367;1.0772947299;BUY;108;36.7346938776;111;37.7551020408;82;27.8911564626
BITTI.HE;Bittium Oyj;Finland;Technology;Communication Equipment;6.3600001335;6.768435955;6.1599998474;7.1068577766;47480.5;6.5277570975;24604727;221303216;0.061;43786000;158033000;114247000;18968000;5103000;-1388000;3715000;681000;22127000;156486067.005085;8.5804428767;0.0043092266;0.0167869228;104.2622972707;0.9396558046;HOLD;177;60.2040816327;40;13.6054421769;81;27.5510204082
MZX.DE;MASTERFLEX O.N.;Germany;Basic Materials;Specialty Chemicals;7.2800002098;6.4788045883;5.9842391014;7.7199997902;5250.6904761905;6.8789337363;4725872;91169504;0.102;35234000;78378000;42825000;7928000;-543000;-637000;-1180000;1494000;19664000;34404349.1515274;-64.8876611418;0.0190614713;-0.0129429244;71.3725510766;1.1236641128;BUY;76;25.8503401361;140;47.619047619;80;27.2108843537
GSJ.MC;GRUPO EMPRESARIAL SAN JOSE;Spain;Industrials;Engineering & Construction;5;4.4176969528;4.1914014816;6.5035591125;50719.3888888889;5.5111670381;22583559;179322720;0.35;799411000;981878000;151043000;271677000;0;0;0;5502000;213400000;112917795;Inf;0.0056035475;0;14.2857142857;1.1318114514;HOLD;70;23.8095238095;144;48.9795918367;79;26.8707482993
AUG1L.VS;AUGA group;Lithuania;Consumer Defensive;Farm Products;0.5339999795;0.4399999976;0.4300000072;0.5410000086;63604.4830508475;0.4790999998;70619569;213629520;0.01;122502000;216085000;93228000;2582000;-255000;-1674000;-1929000;679000;19483000;37710848.3980165;-480.4;0.003142282;-0.009029651;53.3999979496;1.2136363236;HOLD;25;8.5034013605;188;63.9455782313;78;26.5306122449
CRLO.PA;CRCAM LOIRE HTE L.;France;Financial Services;Banks—Regional;70.6999969482;70.2173843384;69.5699996948;80.4899978638;202.2142857143;74.4171161954;997483;333700256;8.603;10017911000;12230733000;2212816000;328447000;49823500;-3497500;46326000;19532000;94287500;70522045.0559235;201.0679900047;0.0015969607;0.1388251857;8.2180631115;1.0068731214;HOLD;141;47.9591836735;69;23.4693877551;77;26.1904761905
ALWEC.PA;WE.CONNECT;France;Technology;Consumer Electronics;19;17.7000007629;17.2000007629;22.5;2386.6349206349;19.5976191173;343370;45473508;1.895;68105676;91015025;22917740;15779969;0;0;0;1670576;37167516;6524030;Inf;0.0183549474;0;10.0263852243;1.0734462814;HOLD;102;34.693877551;106;36.0544217687;76;25.8503401361
ECK.DE;LUDW.BECK A.RATHAUSECK;Germany;Consumer Cyclical;Department Stores;30.7999992371;26;25.2000007629;32.5999984741;398.6031746032;28.8079365776;730047;220460000;0.017;121300000;178100000;56800000;4e+05;0;0;0;-2700000;5600000;22485447.0430183;Inf;-0.0151600225;0;1811.7646610036;1.1846153553;BUY;33;11.2244897959;173;58.843537415;75;25.5102040816
CROS.PA;CROSSWOOD;France;Real Estate;Real Estate Services;5.0999999046;4.9800000191;4.4200000763;6;18.9682539683;5.2019047775;528564;65748096;0.79;26888000;100344000;73456000;1808000;633500;0;633500;950000;370000;2695676.34959221;42.4435674822;0.009467432;0.00963526;6.4556960818;1.0240963625;HOLD;124;42.1768707483;79;26.8707482993;74;25.1700680272
BDL.MC;BaronDeLey;Spain;Consumer Defensive;Beverages—Wineries & Distilleries;115;110;110;127;199.9047619048;116.2619047619;267711;366426976;5.145;56720000;361187000;304467000;93386000;0;0;0;7018000;32127000;30786765;Inf;0.0194303782;0;22.351797862;1.0454545455;HOLD;106;36.0544217687;95;32.3129251701;73;24.8299319728
ORAP.PA;ORAPI;France;Basic Materials;Specialty Chemicals;6.8299999237;10.6499996185;6.6300001144;11.3000001907;14506.3174603175;8.3946031729;2120339;100752992;1.695;168598000;226931000;57494000;37851000;11759000;-1567500;10191500;208500;63578000;14481915.208231;14.3377838252;0.0009187815;0.1011533236;4.0294984801;0.6413145698;HOLD;195.5;66.4965986395;4;1.3605442177;72;24.4897959184
CBSM.PA;SCBSM;France;Real Estate;REIT—Diversified;9.1499996185;9.0500001907;8.6499996185;10.1000003815;1181.4206349206;9.2067460408;2754929;309061376;1.846;225702000;416172000;190435000;12299000;4226500;0;4226500;3665000;4106000;25207599.299078;53.4016325565;0.008806455;0.0136752772;4.9566628486;1.0110496603;BUY;125;42.5170068027;71;24.1496598639;71;24.1496598639
RJF.MC;LABORATORIOS REIG JOFRE;Spain;Healthcare;Drug Manufacturers—Specialty & Generic;5;4.6793103218;4.560344696;6.1267242432;82822.5317460317;5.3769013882;20846378;422380160;0.082;137374000;325659000;188285000;13816000;0;0;0;3658000;62115000;104231890;Inf;0.0112326083;0;60.9756097561;1.0685335351;HOLD;88;29.9319727891;103;35.0340136054;70;23.8095238095
KEYW.BR;KEYWARE TECH.;Belgium;Technology;Software—Infrastructure;0.9300000072;1.0599999428;0.8399999738;1.0900000334;6805.873015873;0.9641666677;20158706;22252484;0.003;9916000;37155000;27239000;1549000;799000;54500;853500;-106000;2633000;18747596.7241863;12.4105131414;-0.0028529135;0.0383552686;310.0000023842;0.8773585447;HOLD;162.5;55.2721088435;28;9.5238095238;68.5;23.2993197279
LEAS.BR;LEASINVEST;Belgium;Real Estate;REIT—Office;67.8000030518;73.0293426514;67.1999969482;75.4574356079;2271.1111111111;71.2125677684;1145798;1098934784;1.296;753337000;1240548000;487211000;2745000;16050000;-368000;15682000;19184000;15823500;77685107.896698;46.9368847352;0.0154641336;0.0142701826;52.3148171696;0.9283939933;HOLD;152.5;51.8707482993;38;12.925170068;68.5;23.2993197279
CCN.PA;CRCAM NORM.SEINE;France;Financial Services;Banks—Regional;101.3000030518;107.7233352661;96.4588851929;113;265.373015873;104.8179553804;1049708;458960448;9.51;18067253000;20483085000;2415677000;1445543000;270925000;-16650000;254275000;20191500;87919500;106335423.603455;66.6872861493;0.0009857646;0.5540237751;10.6519456416;0.9403719519;HOLD;149;50.6802721088;41;13.9455782313;67;22.7891156463
DQ7A.IR;DONEGAL INVESTMENT;Ireland;Consumer Defensive;Farm Products;13;12.0699996948;11.8400001526;13.25;132.5873015873;12.532539678;2169088;37914272;0.897;14866000;34990000;19218000;5118000;-869000;-410500;-1279500;1168000;13202500;28198144;-17.1070195627;0.033380966;-0.0337471863;14.4927536232;1.0770505658;BUY;78.5;26.7006802721;110;37.4149659864;65.5;22.2789115646
EKI.PA;EKINOPS;France;Technology;Communication Equipment;7.5700001717;7.3000001907;6.0799999237;7.7300000191;52562.2222222222;6.8052381031;17739017;191074832;0.125;77552000;168493000;90941000;49635000;1481000;-1345000;136000;1126500;23508500;134284361.735104;52.364618501;0.0066857377;0.000711763;60.5600013733;1.0369862978;HOLD;97.5;33.1632653061;91;30.9523809524;65.5;22.2789115646
IDIP.PA;IDI;France;Financial Services;Asset Management;41.7999992371;39.500919342;38.5467910767;43.8899078369;1043.6984126984;41.7149413881;2134744;386852736;4.47;161350000;679753000;518395000;21800000;-8372500;0;-8372500;28933000;32628500;89232297.5713196;-19.2714243058;0.0425639902;-0.0216426025;9.3512302544;1.0582031997;BUY;87;29.5918367347;101;34.3537414966;64;21.768707483
EEG1T.TL;Ekspress Grupp;Estonia;Communication Services;Advertising Agencies;0.9900000095;0.8849999905;0.8399999738;1.0399999619;9355.1166666667;0.9282250022;203733;48249208;0.09;39493000;93633000;54013000;4571000;536000;-628000;-92000;-265000;15290000;201695.671942949;73.6809701493;-0.0028301988;-0.001906767;11.000000106;1.1186440906;BUY;47.5;16.156462585;136;46.2585034014;63;21.4285714286
FNG.BR;FNG NV;Belgium;Consumer Cyclical;Apparel Retail;3.5;3.5;3.5;3.5;0;3.5;9424262;312039104;1.15;617339000;967430000;350091000;120941000;9299000;-2294500;7004500;3678000;136607000;32984917;66.3876760942;0.0038018255;0.0224475071;3.0434782609;1;BUY;114.5;38.9455782313;64.5;21.9387755102;62;21.0884353741
ALADA.PA;ADA;France;Industrials;Rental & Leasing Services;9.75;8.4499998093;8.0500001907;10.5;402.5714285714;9.3166667166;796125;51745120;0.516;72052000;102822000;30770000;3812000;-516500;-3918500;-4435000;474000;22532000;7762218.75;-139.5004840271;0.0046099084;-0.0857085654;18.8953488372;1.1538461799;BUY;14;4.7619047619;164;55.7823129252;60.5;20.5782312925
BSD.PA;BOURSE DIRECT;France;Financial Services;Capital Markets;3.1500000954;2.8982386589;2.7602272034;3.8150281906;18596.7936507937;3.3477662518;12633677;255788240;0.109;1119841280;1187526078;67684798;0;0;0;0;1078961;10624726;39796083.7548413;Inf;0.0009085788;0;28.8990834437;1.0868670479;HOLD;60;20.4081632653;118;40.1360544218;60.5;20.5782312925
GBT.PA;GUERBET;France;Healthcare;Medical Devices;28.5499992371;34.1219749451;28.5490455627;34.8552589417;7319.9365079365;31.2365135617;5595978;645644544;1.4;581402000;945707000;364305000;96713000;29874500;-13082000;16792500;4757500;173865500;159765167.630608;19.4614805269;0.0050306279;0.0260088932;20.3928565979;0.836704185;HOLD;158;53.7414965986;19;6.462585034;59;20.0680272109
NTH.MC;NATURHOUSE HEALTH;Spain;Consumer Defensive;Packaged Foods;1.6900000572;1.8300000429;1.5499999523;1.8849999905;32971.1349206349;1.7251587255;13690663;86501872;0.156;16549000;42577000;25963000;21611000;0;0;0;1909000;12002000;23137221.253386;Inf;0.044836414;0;10.8333337001;0.9234972774;HOLD;140;47.619047619;36;12.2448979592;58;19.7278911565
PAR.PA;PAREF;France;Real Estate;REIT—Diversified;59.5;62.5887069702;56.811290741;62.5887069702;342.7380952381;59.7877099173;256705;148043408;5.49;84028000;221833000;137805000;7325000;3426500;-127000;3299500;478500;5647000;15273947.5;24.5229826353;0.002157028;0.0222873821;10.8378870674;0.9506507305;BUY;130.5;44.387755102;45;15.306122449;57;19.387755102
ATA.PA;ATARI;France;Communication Services;Electronic Gaming & Multimedia;0.3785000145;0.361499995;0.3440000117;0.925999999;6982290.77777778;0.5604087294;199599587;102944504;0.002;18100000;4.5e+07;27400000;1200000;350000;0;350000;-7e+05;3900000;75548446.5823832;51.7142857143;-0.0155555556;0.0033998901;189.2500072718;1.0470263341;HOLD;72.5;24.6598639456;97;32.9931972789;56;19.0476190476
BAL1R.RG;Latvijas balzams;Latvia;Consumer Defensive;Beverages—Wineries & Distilleries;10.3000001907;9.0500001907;8.8999996185;10.3000001907;148.3739130435;9.4030434567;750440;79007344;1.244;34027637;168621458;134593821;125294;-1324090;-395271;-1719361;1099218;13300851;7729532.14313507;-25.6988852721;0.0065188501;-0.0217620402;8.2797429186;1.1381215441;HOLD;19;6.462585034;149;50.6802721088;55;18.7074829932
ALDV.PA;ADC SIIC;Belgium;Real Estate;REIT—Residential;0.1140000001;0.1000000015;0.0860000029;0.1340000033;3295.5634920635;0.1104206358;63330651;15971633;0.076;20085000;78136000;52299000;5232000;-837000;0;-837000;604500;35000;7219694.2177748;-23.9964157706;0.0077365107;-0.0524054115;1.5000000008;1.1399999836;BUY;15;5.1020408163;151;51.3605442177;54;18.3673469388
DPK1R.RG;Ditton pievadkezu rupnica;Latvia;Consumer Cyclical;Auto Parts;0.1550000012;0.1509999931;0.1430000067;0.1640000045;1246.6293103448;0.1523448289;3208122;5433094;0.007;6560270;7854347;1294077;119867;-34917;0;-34917;135796;1303998;497258.913824379;-187.8818340636;0.0172892794;-0.0064267248;22.1428573132;1.0264901211;BUY;80;27.2108843537;83;28.231292517;53;18.0272108844
APG1L.VS;Apranga;Lithuania;Consumer Cyclical;Apparel Retail;1.9400000572;1.7100000381;1.6849999428;2.0799999237;18351.9237288136;1.8612288237;13106959;151195696;0.071;96348000;157309000;60961000;20790000;50000;-2535000;-2485000;-2521000;21952000;25427501.2099862;1926.96;-0.0160257836;-0.016435653;27.3239444679;1.1345029321;BUY;17;5.7823129252;145;49.3197278912;52;17.6870748299
ELEC.PA;ELEC.STRASBOURG;France;Utilities;Utilities—Renewable;111;112.8396682739;109.4784851074;115;358.5952380952;111.8847357129;762249;680832128;4.947;1344039000;1697932000;347973000;96258000;23729000;-10370500;13358500;4120000;185197500;84609639;56.6411985334;0.0024264812;0.0196208426;22.4378411158;0.9836966175;BUY;104.5;35.5442176871;56;19.0476190476;51;17.3469387755
APETIT.HE;Apetit Oyj;Finland;Consumer Defensive;Packaged Foods;12.8999996185;11.5959596634;11.4026937485;14.3500003815;4204.0491803279;13.0271859951;5026773;100945664;0.506;47800000;142800000;9.5e+07;1100000;-9550000;-2300000;-11850000;1950000;77050000;64845369.7824383;-5.0052356021;0.0136554622;-0.1173898861;25.4940703924;1.1124564066;BUY;26;8.843537415;134;45.5782312925;50;17.0068027211
ACX.DE;BET-AT-HOME.COM AG O.N.;Germany;Consumer Cyclical;Gambling;29.9500007629;36.0305557251;29.9500007629;44.7194404602;8750.6587301587;39.2510355541;3320216;154940608;3.114;44987000;100276000;55289000;54354000;0;0;0;4396000;30142000;99440471.7331238;Inf;0.0438390043;0;9.6178550941;0.8312389348;HOLD;139;47.2789115646;18;6.1224489796;49;16.6666666667
CRSU.PA;CRCAM SUD R.A.CCI;France;Financial Services;Banks—Regional;163.9799957275;144.3509216309;140.2432098389;179;229.0793650794;157.875495184;638708;100235488;10.449;22367069000;24974328000;2607126000;1168901000;-424946500;-4028500;-428975000;18759500;94684500;104735335.111145;-52.6350234677;0.0007511513;-4.2796718863;15.6933673775;1.1359816333;BUY;9.5;3.231292517;146;49.6598639456;48;16.3265306122
LOCAL.PA;SOLOCAL GROUP;France;Communication Services;Advertising Agencies;1.6197999716;2.885999918;1.5;3.5940001011;529826.587301587;2.6054404823;89699392;480357152;4.906;770845000;494742000;-276103000;61379000;12786000;-10983500;1802500;11517500;92385000;145295072.612389;60.2882058501;0.0232798105;0.0037524163;0.3301671365;0.5612612674;HOLD;151;51.3605442177;2;0.6802721088;47;15.9863945578
ALRIB.PA;RIBER;France;Technology;Semiconductor Equipment & Materials;1.3700000048;1.6089785099;1.3680000305;2.1338586807;46200.2301587302;1.6012773523;10647180;31068520;0.01;21385000;40402000;19017000;7995000;252000;-239500;12500;687000;9323000;14586636.6507697;84.8611111111;0.0170041087;0.0004023365;137.0000004768;0.8514719099;HOLD;128;43.537414966;23;7.8231292517;46;15.6462585034
SNG1L.VS;Snaige;Lithuania;Technology;Consumer Electronics;0.2259999961;0.200000003;0.1940000057;0.2800000012;3376.406779661;0.2163559323;3526393;18374662;0.009;20551000;25707000;5156000;130000;-364000;-132000;-496000;-423000;6994000;796964.804127499;-56.4587912088;-0.0164546622;-0.0269936938;25.111110674;1.1299999635;BUY;7;2.380952381;143;48.6394557823;45;15.306122449
RHK.DE;RHOEN-KLINIKUM O.N.;Germany;Healthcare;Medical Care Facilities;15.6999998093;15.1599998474;14.6000003815;16.2999992371;1823.4682539683;15.6615872534;3672198;717452992;0.106;452654000;1644863000;1167183000;120473000;0;0;0;1116000;386610000;57653507.8995838;Inf;0.000678476;0;148.1132057478;1.0356200506;BUY;57;19.387755102;90;30.612244898;44;14.9659863946
ALTEV.PA;ENVEA;France;Technology;Scientific & Technical Instruments;112;110;110;116.5;173.8650793651;111.4722222222;350277;186395520;3.28;26131000;104349000;78218000;15161000;-1261500;-209500;-1471000;1957500;22075500;39231024;-20.7142290924;0.018759164;-0.0078918206;34.1463414634;1.0181818182;BUY;72.5;24.6598639456;74;25.1700680272;43;14.6258503401
ELEAV.HE;Elecster Oyj A;Finland;Industrials;Specialty Industrial Machinery;9.8000001907;9.583527565;9.048406601;10.2645902634;1081.3360655738;9.678297207;1820123;47514724;0.733;22762000;47806000;24021000;7339000;0;0;0;67000;10349000;17837205.7471609;Inf;0.0014014977;0;13.3697137664;1.0225879901;BUY;62;21.0884353741;78;26.5306122449;41.5;14.1156462585
GTY.DE;GATEWAY R.EST.AG O.N.;Germany;Real Estate;Real Estate Services;2.8399999142;2.9400000572;2.6500000954;3.5;4982.8333333333;2.9935714536;28593575;804872256;0.615;754433000;1144572000;387621000;22715000;-11738000;0;-11738000;32577000;12334000;81205750.5457938;-64.2727040382;0.0284621675;-0.0145836807;4.6178860393;0.9659863466;HOLD;93;31.6326530612;47;15.9863945578;41.5;14.1156462585
SNOW.AS;SNOWWORLD;Netherlands;Consumer Cyclical;Leisure;14;12.8999996185;12.3999996185;15.3999996185;179.7619047619;13.6111110506;3917814;102250952;0.08;66097000;97862000;31765000;5988000;199000;-746500;-547500;-3050500;3655000;54849396;332.1457286432;-0.0311714455;-0.0053544734;175;1.0852713499;BUY;23;7.8231292517;116;39.4557823129;40;13.6054421769
