"Ticker","nShares","AP","CP","CV","weight","PFStopLoss","PrStopLoss","StopLoss","Signal","FCF","Debt","ROA","FCF2D","EV","FCF2EV"
"MC.PA",14,350,525,7350,0.167865821611725,455.500047271971,437.977853291829,455.500047271971,"HOLD",7859500032,37553000448,0.0505,4.77803935302535,282767327232,35.9777754412763
"PUM.DE",80,55.4,87.9800033569336,7038.40026855469,0.16074923046437,75.8175116295285,77.0260005315145,77.0260005315145,"HOLD",116200000,1053100032,0.02885,9.06282299483649,13979112448,120.30217253012
"DGV.MI",165,30.5,42.2999992370605,6979.49987411499,0.159404010994183,36.4030335510459,33.0694998550415,36.4030335510459,"HOLD",-17009624,19116000,0.06197,-1.12383436576846,406634880,-23.9061651215806
"AZO",5,1135,1159.92004394531,5799.60021972656,0.132456415769243,1013.97014321645,1120.44933166504,1120.44933166504,"HOLD",1871341824,8518134784,0.11995,4.55188607167046,33211592704,17.7474752490756
"SPGI",15,350,329.359985351562,4940.39978027344,0.112833233769522,301.350033090379,320.449655303955,320.449655303955,"HOLD",3001750016,4753999872,0.20238,1.58374276560677,82756952064,27.5695682927915
"UNA.AS",100,46,43.0550003051758,4305.50003051758,0.0983328299417877,38.7025049635569,44.5279793739319,44.5279793739319,"SELL",7799750144,27305000960,0.08831,3.50075328771967,136209211392,17.4632788073064
"AAPL",32,132.52,121.26000213623,3880.32006835938,0.0886221927063416,109.715328011115,116.503122291565,116.503122291565,"HOLD",66893373440,112042999808,0.13361,1.6749491623187,2070941532160,30.9588442869835
"COST",6,362,331,1986,0.0453580301661069,240.375082725949,336.567738342285,336.567738342285,"HOLD",10382374912,10199000064,0.07156,0.982337870713178,142843183104,13.7582378130943
"BBY",15,107,100.349998474121,1505.24997711182,0.0343782345767218,58.3500330903795,104.99837987264,104.99837987264,"HOLD",3679000064,4081999872,0.09623,1.10954058194874,24618790912,6.69170711707821
