"CompanyName";"tickers";"country";"industry";"ISIN"
"GENOMIC VISION";"GV.PA";"FR";NA;"FR0011799907"
"GENOWAY";"ALGEN.PA";"FR";NA;"FR0004053510"
"GENSIGHT BIOLOGICS";"SIGHT.PA";"FR";NA;"FR0013183985"
"GIMV";"GIMB.BR";"BE";NA;"BE0003699130"
"GL EVENTS";"GLO.PA";"FR";NA;"FR0000066672"
"GLANBIA PLC";"GL9.IR";"IR";NA;"IE0000669501"
"GLENVEAGH PROP.PLC";"GVR.IR";"IR";NA;"IE00BD6JX574"
"GLOBAL BIOENERGIES";"ALGBE.PA";"FR";NA;"FR0011052257"
"GLOBAL ECOPOWER";"ALGEP.PA";"FR";NA;"FR0011289198"
"GOLD BY GOLD";"ALGLD.PA";"FR";NA;"FR0011208693"
"GRAINES VOLTZ";"GRVO.PA";"FR";NA;"FR0000065971"
"GRANDVISION";"GVNV.AS";"HO";NA;"NL0010937066"
"GREENCOAT REN.";"GRP.IR";"IR";NA;"IE00BF2NR112"
"GREENYARD";"GREEN.BR";"BE";NA;"BE0003765790"
"GROUPE CRIT";"CEN.PA";"FR";NA;"FR0000036675"
"GROUPE FLO";"FLO.PA";"FR";NA;"FR0004076891"
"GROUPE GORGE";"GOE.PA";"FR";NA;"FR0000062671"
"GROUPE GUILLIN";"ALGIL.PA";"FR";NA;"FR0012819381"
"GROUPE LDLC";"ALLDL.PA";"FR";NA;"FR0000075442"
"GROUPE OPEN";"OPN.PA";"FR";NA;"FR0004050300"
"GROUPE PARTOUCHE";"PARP.PA";"FR";NA;"FR0012612646"
"GROUPE SFPI";"SFPI.PA";"FR";NA;"FR0004155000"
"GTT";"GTT.PA";"FR";NA;"FR0011726835"
"GUERBET";"GBT.PA";"FR";NA;"FR0000032526"
"GUILLEMOT";"GUI.PA";"FR";NA;"FR0000066722"
"HAL TRUST";"HAL.AS";"HO";NA;"BMG455841020"
"HAMON";"HAMO.BR";"BE";NA;"BE0974352842"
"HAULOTTE GROUP";"PIG.PA";"FR";NA;"FR0000066755"
"HEINEKEN HOLDING";"HEIO.AS";"HO";NA;"NL0000008977"
"HEXAOM";"HEXA.PA";"FR";NA;"FR0004159473"
"HF";"HF.PA";"FR";NA;"FR0000038531"
"HIBERNIA REIT PLC";"HBRN.IR";"IR";NA;"IE00BGHQ1986"
"HIGH CO";"HCO.PA";"FR";NA;"FR0000054231"
"HIPAY GROUP";"HIPAY.PA";"FR";NA;"FR0012821916"
"HOFFMANN";"ALHGR.PA";"FR";NA;"FR0013451044"
"HOPSCOTCH GROUPE";"HOP.PA";"FR";NA;"FR0000065278"
"HSBC HOLDINGS";"HSB.PA";"FR";NA;"GB0005405286"
"HYBRIGENICS";"ALHYG.PA";"FR";NA;"FR0004153930"
"HYLORIS";"HYL.BR";"BE";NA;"BE0974363955"
"I.CERAM";"ALICR.PA";"FR";NA;"FR0011511971"
"IBA";"IBAB.BR";"BE";NA;"BE0003766806"
"ICADE";"ICAD.PA";"FR";NA;"FR0000035081"
"ID LOGISTICS GROUP";"IDL.PA";"FR";NA;"FR0010929125"
"ILIAD";"ILD.PA";"FR";NA;"FR0004035913"
"IMERYS";"NK.PA";"FR";NA;"FR0000120859"
"IMMOBEL";"IMMO.BR";"BE";NA;"BE0003599108"
"IMPLANET";"ALIMP.PA";"FR";NA;"FR0013470168"
"IMPRESA,SGPS";"IPR.LS";"PO";NA;"PTIPR0AM0000"
"INAPA-INV.P.GESTAO";"INA.LS";"PO";NA;"PTINA0AP0008"
"INFOTEL";"INF.PA";"FR";NA;"FR0000071797"
"INNATE PHARMA";"IPH.PA";"FR";NA;"FR0010331421"
"INNELEC MULTIMEDIA";"INN.PA";"FR";NA;"FR0000064297"
"INTEGRAGEN";"ALINT.PA";"FR";NA;"FR0010908723"
"INTERPARFUMS";"ITP.PA";"FR";NA;"FR0004024222"
"INTERTRUST";"INTER.AS";"HO";NA;"NL0010937058"
"INTERVEST OFF-WARE";"INTO.BR";"BE";NA;"BE0003746600"
"INTRASENSE";"ALINS.PA";"FR";NA;"FR0011179886"
"INVENTIVA";"IVA.PA";"FR";NA;"FR0013233012"
"IPSOS";"IPS.PA";"FR";NA;"FR0000073298"
"IRISH CONT. GP.";"IR5B.IR";"IR";NA;"IE00BLP58571"
"IRISH RES. PROP.";"IRES.IR";"IR";NA;"IE00BJ34P519"
"IT LINK";"ITL.PA";"FR";NA;"FR0000072597"
"ITESOFT";"ITE.PA";"FR";NA;"FR0004026151"
"JACQUES BOGART";"JBOG.PA";"FR";NA;"FR0012872141"
"JACQUET METAL SCE";"JCQ.PA";"FR";NA;"FR0000033904"
"JC DECAUX SA.";"DEC.PA";"FR";NA;"FR0000077919"
"JDE PEET'S";"JDEP.AS";"HO";NA;"NL0014332678"
"JENSEN-GROUP";"JEN.BR";"BE";NA;"BE0003858751"
"KALRAY";"ALKAL.PA";"FR";NA;"FR0010722819"
"KARDAN";"KARD.AS";"HO";NA;"NL0000113652"
"KAUFMAN ET BROAD";"KOF.PA";"FR";NA;"FR0004007813"
"KBC ANCORA";"KBCA.BR";"BE";NA;"BE0003867844"
"KERLINK";"ALKLK.PA";"FR";NA;"FR0013156007"
"KEYRUS";"KEY.PA";"FR";NA;"FR0004029411"
"KEYWARE TECH.";"KEYW.BR";"BE";NA;"BE0003880979"
"KINEPOLIS GROUP";"KIN.BR";"BE";NA;"BE0974274061"
"KKO INT WARRANT A";"KKOWA.PA";"FR";NA;"FR0013381951"
"KKO INTERNATIONAL";"ALKKO.PA";"FR";NA;"FR0013374667"
"KORIAN";"KORI.PA";"FR";NA;"FR0010386334"
"LAFARGEHOLCIM LTD";"LHN.PA";"FR";NA;"CH0012214059"
"LAGARDERE S.C.A.";"MMB.PA";"FR";NA;"FR0000130213"
"LATECOERE";"LAT.PA";"FR";NA;"FR0000032278"
"LAVIDE HOLDING";"LVIDE.AS";"HO";NA;"NL0010545679"
"LDC";"LOUP.PA";"FR";NA;"FR0013204336"
"LECTRA";"LSS.PA";"FR";NA;"FR0000065484"
"LEXIBOOK LINGUIST.";"ALLEX.PA";"FR";NA;"FR0000033599"
"LINEDATA SERVICES";"LIN.PA";"FR";NA;"FR0004156297"
"LISI";"FII.PA";"FR";NA;"FR0000050353"
"LLEIDA";"ALLLN.PA";"FR";NA;"ES0105089009"
"LNA SANTE";"LNA.PA";"FR";NA;"FR0004170017"
"LOGIC INSTRUMENT";"ALLOG.PA";"FR";NA;"FR0000044943"
"LUCIBEL";"ALUCI.PA";"FR";NA;"FR0011884378"
"LUMIBIRD";"LBIRD.PA";"FR";NA;"FR0000038242"
"LYSOGENE";"LYS.PA";"FR";NA;"FR0013233475"
"MADVERTISE";"ALMNG.PA";"FR";NA;"FR0010812230"
"MAISONS DU MONDE";"MDM.PA";"FR";NA;"FR0013153541"
"MALIN CORP. PLC";"MLC.IR";"IR";NA;"IE00BVGC3741"
"MANITOU BF";"MTU.PA";"FR";NA;"FR0000038606"
"MANUTAN INTL";"MAN.PA";"FR";NA;"FR0000032302"
"MAREL";"MAREL.AS";"HO";NA;"IS0000000388"
"MAROC TELECOM";"IAM.PA";"FR";NA;"MA0000011488"
"MASTRAD";"ALMAS.PA";"FR";NA;"FR0004155687"
"MAUNA KEA TECH";"MKEA.PA";"FR";NA;"FR0010609263"
"MAUREL ET PROM";"MAU.PA";"FR";NA;"FR0000051070"
"MBWS";"MBWS.PA";"FR";NA;"FR0000060873"
"MBWS BSA 2022";"MBWBT.PA";"FR";NA;"FR0013404944"
"MCPHY ENERGY";"MCPHY.PA";"FR";NA;"FR0011742329"
"MDXHEALTH";"MDXH.BR";"BE";NA;"BE0003844611"
"MEDIA 6";"EDI.PA";"FR";NA;"FR0000064404"
"MEDIANTECHNOLOGIES";"ALMDT.PA";"FR";NA;"FR0011049824"
"MEDIAWAN";"MDW.PA";"FR";NA;"FR0013247137"
"MEDIAWAN WAR";"MDWBS.PA";"FR";NA;"FR0013128907"
"MEDICREA INTERNAT.";"ALMED.PA";"FR";NA;"FR0004178572"
"MEDINCELL";"MEDCL.PA";"FR";NA;"FR0004065605"
"MELEXIS";"MELE.BR";"BE";NA;"BE0165385973"
"MEMSCAP REGPT";"MEMS.PA";"FR";NA;"FR0010298620"
"MERCIALYS";"MERY.PA";"FR";NA;"FR0010241638"
"MERSEN";"MRN.PA";"FR";NA;"FR0000039620"
"METABOLIC EX BSA21";"METBS.PA";"FR";NA;"FR0013483534"
"METABOLIC EXPLORER";"METEX.PA";"FR";NA;"FR0004177046"
"METHANOR";"ALMET.PA";"FR";NA;"FR0011217710"
"METROPOLE TV";"MMT.PA";"FR";NA;"FR0000053225"
"MGI DIGITAL GRAPHI";"ALMDG.PA";"FR";NA;"FR0010353888"
"MICROPOLE";"MUN.PA";"FR";NA;"FR0000077570"
"MILIBOO";"ALMLB.PA";"FR";NA;"FR0013053535"
"MINT";"ALBUD.PA";"FR";NA;"FR0004172450"
"MITHRA";"MITRA.BR";"BE";NA;"BE0974283153"
"MND";"ALMND.PA";"FR";NA;"FR0011584549"
"MONTEA C.V.A.";"MONT.BR";"BE";NA;"BE0003853703"
"MOREFIELD GROUP";"MORE.AS";"HO";NA;"CWN814651014"
"MR BRICOLAGE";"ALMRB.PA";"FR";NA;"FR0004034320"
"MUNIC";"ALMUN.PA";"FR";NA;"FR0013462231"
"NACON";"NACON.PA";"FR";NA;"FR0013482791"
"NANOBIOTIX";"NANO.PA";"FR";NA;"FR0011341205"
"NAVYA";"NAVYA.PA";"FR";NA;"FR0013018041"
"NEOEN";"NEOEN.PA";"FR";NA;"FR0011675362"
"NEOLIFE";"ALNLF.PA";"FR";NA;"FR0011636083"
"NEOVACS";"ALNEV.PA";"FR";NA;"FR0004032746"
"NETGEM";"NTG.PA";"FR";NA;"FR0004154060"
"NEURONES";"NRO.PA";"FR";NA;"FR0004050250"
"NEW SOURCES ENERGY";"NSE.AS";"HO";NA;"NL0009822014"
"NEWAYS ELECTRONICS";"NEWAY.AS";"HO";NA;"NL0000440618"
"NEXANS";"NEX.PA";"FR";NA;"FR0000044448"
"NEXITY";"NXI.PA";"FR";NA;"FR0010112524"
"NEXTEDIA";"ALNXT.PA";"FR";NA;"FR0004171346"
"NIBC HOLDING";"NIBC.AS";"HO";NA;"NL0012756316"
"NICOX";"COX.PA";"FR";NA;"FR0013018124"
"NOKIA";"NOKIA.PA";"FR";NA;"FI0009000681"
"NOVACYT";"ALNOV.PA";"FR";NA;"FR0010397232"
"NOXXON";"ALNOX.PA";"FR";NA;"NL0012044762"
"NRJ GROUP";"NRG.PA";"FR";NA;"FR0000121691"
"NYRSTAR";"NYR.BR";"BE";NA;"BE0974294267"
"O2I";"ALODI.PA";"FR";NA;"FR0010231860"
"OCI";"OCI.AS";"HO";NA;"NL0010558797"
"OENEO";"SBT.PA";"FR";NA;"FR0000052680"
"OL GROUPE";"OLG.PA";"FR";NA;"FR0010428771"
"ONCODESIGN";"ALONC.PA";"FR";NA;"FR0011766229"
"ONTEX GROUP";"ONTEX.BR";"BE";NA;"BE0974276082"
"ONXEO";"ONXEO.PA";"FR";NA;"FR0010095596"
"ORANGE BELGIUM";"OBEL.BR";"BE";NA;"BE0003735496"
"ORAPI";"ORAP.PA";"FR";NA;"FR0000075392"
"ORDISSIMO";"ALORD.PA";"FR";NA;"FR0013318052"
"OREGE";"OREGE.PA";"FR";NA;"FR0010609206"
"ORIGIN ENT. PLC";"OIZ.IR";"IR";NA;"IE00B1WV4493"
"ORMONDE MINING PLC";"ORQ1.IR";"IR";NA;"IE00BF0MZF04"
"ORPEA";"ORP.PA";"FR";NA;"FR0000184798"
"OSE IMMUNO";"OSE.PA";"FR";NA;"FR0012127173"
"OXURION";"OXUR.BR";"BE";NA;"BE0003846632"
"PARROT";"PARRO.PA";"FR";NA;"FR0004038263"
"PASSAT";"PSAT.PA";"FR";NA;"FR0000038465"
"PATRIMOINE ET COMM";"PAT.PA";"FR";NA;"FR0011027135"
"PAULIC MEUNERIE";"ALPAU.PA";"FR";NA;"FR0013479730"
"PAYTON PLANAR";"PAY.BR";"BE";NA;"IL0010830391"
"PCAS";"PCA.PA";"FR";NA;"FR0000053514"
"PERM. TSB GP. HOLD";"IL0A.IR";"IR";NA;"IE00BWB8X525"
"PERSHING";"PSH.AS";"HO";NA;"GG00BPFJTF46"
"PHARMAGEST INTER.";"PHA.PA";"FR";NA;"FR0012882389"
"PHARMASIMPLE";"ALPHS.PA";"FR";NA;"BE0974302342"
"PHARNEXT";"ALPHA.PA";"FR";NA;"FR0011191287"
"PIERRE VACANCES";"VAC.PA";"FR";NA;"FR0000073041"
"PISCINES DESJOYAUX";"ALPDX.PA";"FR";NA;"FR0000061608"
"PIXIUM VISION";"ALPIX.PA";"FR";NA;"FR0011950641"
"PLANET MEDIA";"ALPLA.PA";"FR";NA;"FR0010211037"
"PLAST.VAL LOIRE";"PVL.PA";"FR";NA;"FR0013252186"
"POSTNL";"PNL.AS";"HO";NA;"NL0009739416"
"POXEL";"POXEL.PA";"FR";NA;"FR0012432516"
"PRODWARE";"ALPRO.PA";"FR";NA;"FR0010313486"
"PRODWAYS";"PWG.PA";"FR";NA;"FR0012613610"
"PROLOGUE";"PROL.PA";"FR";NA;"FR0010380626"
"PROLOGUE BSA";"PROBT.PA";"FR";NA;"FR0013398617"
"PROSUS";"PRX.AS";"HO";NA;"NL0013654783"
"PROVIDENCE RES.";"PZQA.IR";"IR";NA;"IE00B66B5T26"
"QUADIENT";"QDT.PA";"FR";NA;"FR0000120560"
"QUANTUM GENOMICS";"ALQGC.PA";"FR";NA;"FR0011648971"
"QUESTFOR GR-PRICAF";"QFG.BR";"BE";NA;"BE0003730448"
"QWAMPLIFY";"ALQWA.PA";"FR";NA;"FR0010889386"
"RALLYE";"RAL.PA";"FR";NA;"FR0000060618"
"RAMADA";"RAM.LS";"PO";NA;"PTFRV0AE0004"
"REALITES DS";"READS.PA";"FR";NA;"FR0013522612"
"RECTICEL";"REC.BR";"BE";NA;"BE0003656676"
"REDITUS,SGPS";"RED.LS";"PO";NA;"PTRED0AP0010"
"REMY COINTREAU";"RCO.PA";"FR";NA;"FR0000130395"
"RENEWI";"RWI.AS";"HO";NA;"GB0007995243"
"RETAIL ESTATES";"RET.BR";"BE";NA;"BE0003720340"
"REWORLD MEDIA";"ALREW.PA";"FR";NA;"FR0010820274"
"REXEL";"RXL.PA";"FR";NA;"FR0010451203"
"RIBER";"RIB.PA";"FR";NA;"FR0000075954"
"ROODMICROTEC";"ROOD.AS";"HO";NA;"NL0000440477"
"ROTHSCHILD&CO";"ROTH.PA";"FR";NA;"FR0000031684"
"ROYAL DUTCH SHELLB";"RDSB.AS";"HO";NA;"GB00B03MM408"
"RYANAIR HOLD. PLC";"RY4C.IR";"IR";NA;"IE00BYTBXV33"
"S.E.B.";"SK.PA";"FR";NA;"FR0000121709"
"SAFE ORTHOPAEDICS";"ALSAF.PA";"FR";NA;"FR0013467123"
"SARTORIUS STED BIO";"DIM.PA";"FR";NA;"FR0013154002"
"SBM OFFSHORE";"SBMO.AS";"HO";NA;"NL0000360618"
"SCBSM";"CBSM.PA";"FR";NA;"FR0006239109"
"SCHLUMBERGER";"SLB.PA";"FR";NA;"AN8068571086"
"SECHE ENVIRONNEM.";"SCHP.PA";"FR";NA;"FR0000039109"
"SENSORION";"ALSEN.PA";"FR";NA;"FR0012596468"
"SEQUANA MEDICAL";"SEQUA.BR";"BE";NA;"BE0974340722"
"SERGEFERRARI GROUP";"SEFER.PA";"FR";NA;"FR0011950682"
"SES IMAGOTAG";"SESL.PA";"FR";NA;"FR0010282822"
"SHOWROOMPRIVE";"SRP.PA";"FR";NA;"FR0013006558"
"SHURGARD";"SHUR.BR";"BE";NA;"LU1883301340"
"SIGNIFY NV";"LIGHT.AS";"HO";NA;"NL0011821392"
"SII";"SII.PA";"FR";NA;"FR0000074122"
"SIOEN";"SIOE.BR";"BE";NA;"BE0003743573"
"SLIGRO FOOD GROUP";"SLIGR.AS";"HO";NA;"NL0000817179"
"SMCP";"SMCP.PA";"FR";NA;"FR0013214145"
"SMTPC";"SMTPC.PA";"FR";NA;"FR0004016699"
"SMURFIT KAPPA GP";"SK3.IR";"IR";NA;"IE00B1RR8406"
"SOGECLAIR";"SOG.PA";"FR";NA;"FR0000065864"
"SOITEC";"SOI.PA";"FR";NA;"FR0013227113"
"SOLOCAL GROUP";"LOCAL.PA";"FR";NA;"FR0012938884"
"SOLUTIONS 30 SE";"ALS30.PA";"FR";NA;"FR0013379484"
"SOMFY SA";"SO.PA";"FR";NA;"FR0013199916"
"SONAECOM,SGPS";"SNC.LS";"PO";NA;"PTSNC0AM0006"
"SOPRA STERIA GROUP";"SOP.PA";"FR";NA;"FR0000050809"
"SPIE";"SPIE.PA";"FR";NA;"FR0012757854"
"SPINEGUARD";"ALSGD.PA";"FR";NA;"FR0011464452"
"SPINEWAY";"ALSPW.PA";"FR";NA;"FR0011398874"
"SQLI";"SQI.PA";"FR";NA;"FR0011289040"
"ST DUPONT";"DPT.PA";"FR";NA;"FR0000054199"
"STEF";"STF.PA";"FR";NA;"FR0000064271"
"STREAMWIDE";"ALSTW.PA";"FR";NA;"FR0010528059"
"SUPERSONIC IMAGINE";"SSI.PA";"FR";NA;"FR0010526814"
"SWORD GROUP";"SWP.PA";"FR";NA;"FR0004180578"
"SYNERGIE";"SDG.PA";"FR";NA;"FR0000032658"
"TECHNICOLOR";"TCH.PA";"FR";NA;"FR0013505062"
"TECHNIPFMC";"FTI.PA";"FR";NA;"GB00BDSFG982"
"TEIXEIRA DUARTE";"TDSA.LS";"PO";NA;"PTTD10AM0000"
"TESSENDERLO";"TESB.BR";"BE";NA;"BE0003555639"
"TETRAGON FIN GRP";"TFG.AS";"HO";NA;"GG00B1RMC548"
"TF1";"TFI.PA";"FR";NA;"FR0000054900"
"TFF GROUP";"TFF.PA";"FR";NA;"FR0013295789"
"THE BLOCKCHAIN GP";"ALTBG.PA";"FR";NA;"FR0011053636"
"THERADIAG";"ALTER.PA";"FR";NA;"FR0004197747"
"THERANEXUS";"ALTHX.PA";"FR";NA;"FR0013286259"
"THERMADOR GROUPE";"THEP.PA";"FR";NA;"FR0013333432"
"THUNDERBIRD";"TBIRD.AS";"HO";NA;"VGG885761061"
"TIKEHAU CAPITAL";"TKO.PA";"FR";NA;"FR0013230612"
"TINC";"TINC.BR";"BE";NA;"BE0974282148"
"TITAN CEMENT";"TITC.BR";"BE";NA;"BE0974338700"
"TKH GROUP";"TWEKA.AS";"HO";NA;"NL0000852523"
"TOMTOM";"TOM2.AS";"HO";NA;"NL0013332471"
"TOTAL PRODUCE PLC";"T7O.IR";"IR";NA;"IE00B1HDWM43"
"TOUAX";"TOUP.PA";"FR";NA;"FR0000033003"
"TOUR EIFFEL";"EIFF.PA";"FR";NA;"FR0000036816"
"TRANSGENE";"TNG.PA";"FR";NA;"FR0005175080"
"TRIGANO";"TRI.PA";"FR";NA;"FR0005691656"
"TUBIZE-FIN";"TUB.BR";"BE";NA;"BE0003823409"
"TULLOW OIL PLC";"TQW.IR";"IR";NA;"GB0001500809"
"U10 CORP";"ALU10.PA";"FR";NA;"FR0000079147"
"UMANIS";"ALUMS.PA";"FR";NA;"FR0013263878"
"UNION FIN.FRANCE";"UFF.PA";"FR";NA;"FR0000034548"
"UNION TECH.INFOR.";"FPG.PA";"FR";NA;"FR0000074197"
"UNIPHAR PLC";"UPR.IR";"IR";NA;"IE00BJ5FQX74"
"UNITI";"ALUNT.PA";"FR";NA;"FR0012709160"
"UV GERMI";"ALUVI.PA";"FR";NA;"FR0011898584"
"VAA VISTA ALEGRE";"VAF.LS";"PO";NA;"PTVAA0AM0019"
"VALBIOTIS";"ALVAL.PA";"FR";NA;"FR0013254851"
"VALLOUREC";"VK.PA";"FR";NA;"FR0013506730"
"VALNEVA";"VLA.PA";"FR";NA;"FR0004056851"
"VAN DE VELDE";"VAN.BR";"BE";NA;"BE0003839561"
"VASTNED RETAIL BEL";"VASTB.BR";"BE";NA;"BE0003754687"
"VEON";"VEON.AS";"HO";NA;"BMG9349W1038"
"VERALLIA";"VRLA.PA";"FR";NA;"FR0013447729"
"VERGNET";"ALVER.PA";"FR";NA;"FR0004155240"
"VERIMATRIX";"VMX.PA";"FR";NA;"FR0010291245"
"VGP";"VGP.BR";"BE";NA;"BE0003878957"
"VICAT";"VCT.PA";"FR";NA;"FR0000031775"
"VILMORIN & CIE";"RIN.PA";"FR";NA;"FR0000052516"
"VIRBAC";"VIRP.PA";"FR";NA;"FR0000031577"
"VISIOMED GROUP";"ALVMG.PA";"FR";NA;"FR0013481835"
"VIVORYON";"VVY.AS";"HO";NA;"DE0007921835"
"VOGO";"ALVGO.PA";"FR";NA;"FR0011532225"
"VOLTA FINANCE";"VTA.AS";"HO";NA;"GG00B1GHHH78"
"VOLTALIA";"VLTSA.PA";"FR";NA;"FR0011995588"
"VOLUNTIS";"VTX.PA";"FR";NA;"FR0004183960"
"WALLIX";"ALLIX.PA";"FR";NA;"FR0010131409"
"WAVESTONE";"WAVE.PA";"FR";NA;"FR0013357621"
"WENDEL";"MF.PA";"FR";NA;"FR0000121204"
"WERELDHAVE";"WHA.AS";"HO";NA;"NL0000289213"
"WITBE";"ALWIT.PA";"FR";NA;"FR0013143872"
"X-FAB";"XFAB.PA";"FR";NA;"BE0974310428"
"XILAM ANIMATION";"XIL.PA";"FR";NA;"FR0004034072"
"XIOR";"XIOR.BR";"BE";NA;"BE0974288202"
"YEW GROVE REIT PLC";"YEW.IR";"IR";NA;"IE00BDT5KP12"
